id,filename,passage_id,material,tcValue,pressure,me_method,text
0,PR06014617,4|4,x = 0.10,30,,,"The measured T c 's are 30, 37.7, 36, 27.5 and 20.3 K for x = 0.10, 0.15, 0.20, 0.22 and 0.24, re- spectively."
532,hott2013review,48|1,Gd 0.8 Th 0.2 FeAsO,56 K,,,"In close analogy to the chemical pressure rationale applied successfully in cuprate HTS in 1987 to raise T c , the T c = 26 K of LaFeAsO was improved by replacing La by smaller rare-earth ions which resulted in the present record T c = 56 K in Gd 0.8 Th 0.2 FeAsO ."
533,hott2013review,49|1,BaFe 2-x Co x As 2,24 K,,,"In stark contrast, in BaFe 2-x Co x As 2 the introduction of Co into the Fe layers even introduces superconductivity by the concomitant electron doping, e.g., up to T c = 24 K for Co concentration x = 0.06 : Fe-Sc apparently tolerate considerable disorder in the Fe planes."
534,hott2013review,49|1,x = 0.06,24 K,,,"In stark contrast, in BaFe 2-x Co x As 2 the introduction of Co into the Fe layers even introduces superconductivity by the concomitant electron doping, e.g., up to T c = 24 K for Co concentration x = 0.06 : Fe-Sc apparently tolerate considerable disorder in the Fe planes."
535,hott2013review,52|1,SnMo 6 S 8,11.8 K,,,"As type II superconductors with relatively high critical fields and temperatures (SnMo 6 S 8 : T c = 11.8 K, H c2 (T = 0 K) ~ 34 T; PbMo 6 S 8 : T c = 12.6 K, H c2 (T = 0 K) ~ 50 T; Gd 0.2 PbMo 6 S 8 : T c = 14.3 K, H c2 (T = 0 K) ~ 60 T ) these materials had been studied very actively with respect to wire application just before the discovery of cuprate HTS ."
536,hott2013review,52|1,PbMo 6 S 8,12.6 K,,,"As type II superconductors with relatively high critical fields and temperatures (SnMo 6 S 8 : T c = 11.8 K, H c2 (T = 0 K) ~ 34 T; PbMo 6 S 8 : T c = 12.6 K, H c2 (T = 0 K) ~ 50 T; Gd 0.2 PbMo 6 S 8 : T c = 14.3 K, H c2 (T = 0 K) ~ 60 T ) these materials had been studied very actively with respect to wire application just before the discovery of cuprate HTS ."
537,hott2013review,52|1,Gd 0.2 PbMo 6 S 8,14.3 K,,,"As type II superconductors with relatively high critical fields and temperatures (SnMo 6 S 8 : T c = 11.8 K, H c2 (T = 0 K) ~ 34 T; PbMo 6 S 8 : T c = 12.6 K, H c2 (T = 0 K) ~ 50 T; Gd 0.2 PbMo 6 S 8 : T c = 14.3 K, H c2 (T = 0 K) ~ 60 T ) these materials had been studied very actively with respect to wire application just before the discovery of cuprate HTS ."
538,hott2013review,54|0,2H-NbSe 2,7 K,,,Bulk superconductivity for 2H-NbSe 2 (T c ~ 7 K [207]) and 2H-TaS 2 (T c ~ 4 K [208]) is well- known for a long time.
539,hott2013review,54|0,2H-TaS 2,4 K,,,Bulk superconductivity for 2H-NbSe 2 (T c ~ 7 K [207]) and 2H-TaS 2 (T c ~ 4 K [208]) is well- known for a long time.
540,hott2013review,54|1,1T-TiSe 2,4.15 K,,,For 1T-TiSe 2 it was recently achieved by means of Cu-doping (up to T c = 4.15 K [209]) or pressure application (up to T c = 1.8 K [210]).
541,hott2013review,54|1,Cu-doping,4.15 K,,,For 1T-TiSe 2 it was recently achieved by means of Cu-doping (up to T c = 4.15 K [209]) or pressure application (up to T c = 1.8 K [210]).
542,hott2013review,54|3,2H-MoS 2,up to 10.8 K,,,"For 2H-MoS 2 T c up to 10.8 K [211], for 2H-MoSe 2 up to ~ 7 K [212]) and for 2H-WS 2 up to ~ 7 K ) could be adjusted by electric-field effect."
543,hott2013review,54|3,2H-MoSe 2,up to ~ 7 K,,,"For 2H-MoS 2 T c up to 10.8 K [211], for 2H-MoSe 2 up to ~ 7 K [212]) and for 2H-WS 2 up to ~ 7 K ) could be adjusted by electric-field effect."
544,hott2013review,54|3,2H-WS 2,up to ~ 7 K,,,"For 2H-MoS 2 T c up to 10.8 K [211], for 2H-MoSe 2 up to ~ 7 K [212]) and for 2H-WS 2 up to ~ 7 K ) could be adjusted by electric-field effect."
545,hott2013review,55|0,Bi 4 O 4 S 3,4.5 K,,,"Recently, Bi 4 O 4 S 3 (T c = 4.5 K) established a first representative of a new family of layered superconductors where superconducting BiS 2 layers are separated by various blocking layers ."
546,hott2013review,57|8,PuCoGa 5,18.5 K,,,"PuCoGa 5 with T c ~ 18.5 K is up to now the only ""high-T c "" HF representative ."
547,hott2013review,75|0,CeCu 2 Si 2,1.5 K,ambient pressure,,
548,hott2013review,75|3,CeCoIn 5,2.3 K,,,The most prominent member of this family is CeCoIn 5 which has a relatively high T c = 2.3 K (see ) .
549,hott2013review,75|4,CePt 3 Si,0.75 K,,,Of fundamental interest ist the discovery of HF superconductivity in CePt 3 Si (T c = 0.75 K; see ) which crystallizes in a lattice without inversion symmetry (for a recent review see and references therein).
550,hott2013review,75|5,β-YbAl 4 B,80 mK,,,β-YbAl 4 B (T c = 80 mK; see ) is the only Yb-based HF superconductor known to date.
551,hott2013review,79|0,UPt 3,less than 1 K,,,"The hexagonal heavy fermion compound UPt 3 (see ) is the ""flagship"" of unconventional superconductivity, despite its rather low critical temperature of slightly less than 1 K."
552,hott2013review,79|2,UPt 3,530 mK,,specific heat,The exciting discovery of the split superconductive transitions in UPt 3 at T c1 = 530 mK and T c2 = 480 mK in specific heat measurements has led to an enormous amount of experimental and theoretical work on UPt 3 .
553,hott2013review,79|2,UPt 3,480 mK,,specific heat,The exciting discovery of the split superconductive transitions in UPt 3 at T c1 = 530 mK and T c2 = 480 mK in specific heat measurements has led to an enormous amount of experimental and theoretical work on UPt 3 .
554,hott2013review,79|9,UPd 2 Al 3,1.8 K,,,
555,hott2013review,81|3,URu 2 Si 2,1.2 K,,,
556,hott2013review,83|7,UBe 13,~ 0.9 K,,,
557,hott2013review,83|7,UBe 13,~ 0.75 K,,,
558,hott2013review,84|0,PuCoGa 5,18.5 K,ambient pressure,,"The transuranium-based superconductors PuCoGa 5 (T c = 18.5 K) , PuRhGa 5 (T c = 8.7 K) and NpPd 5 Al 2 (T c = 4.9 K, see ) are all unconventional superconductors at ambient pressure with the highest transition temperatures T c among all the HF superconductors."
559,hott2013review,84|0,PuRhGa 5,8.7 K,ambient pressure,,"The transuranium-based superconductors PuCoGa 5 (T c = 18.5 K) , PuRhGa 5 (T c = 8.7 K) and NpPd 5 Al 2 (T c = 4.9 K, see ) are all unconventional superconductors at ambient pressure with the highest transition temperatures T c among all the HF superconductors."
560,hott2013review,84|0,NpPd 5 Al 2,4.9 K,ambient pressure,,"The transuranium-based superconductors PuCoGa 5 (T c = 18.5 K) , PuRhGa 5 (T c = 8.7 K) and NpPd 5 Al 2 (T c = 4.9 K, see ) are all unconventional superconductors at ambient pressure with the highest transition temperatures T c among all the HF superconductors."
561,hott2013review,85|0,PrOs 4 Sb 12,1.85 K,,,The HF superconductor PrOs 4 Sb 12 is potentially of similar interest as UPt 3 because it represents the second example of multiphase superconductivity with a critical temperature T c = 1.85 K.
562,hott2013review,86|0,x ~ 0.6,0.75 K,,,"Studies of non-stoichiometric skutterudites Pr(Os 1-x Ru x )Sb 12 showed that the type of superconductivity changes at x ~ 0.6 where the transition temperature T c (x) has a minimum value of 0.75 K: For x < 0.6 one has an unconventional HF SC, for x > 0.6 conventional SC behavior, e.g., the x = 1 compound PrRu 4 Os 12 with T c ~ 1 K."
563,hott2013review,86|0,x = 1 compound PrRu 4 Os 12,1 K,,,"Studies of non-stoichiometric skutterudites Pr(Os 1-x Ru x )Sb 12 showed that the type of superconductivity changes at x ~ 0.6 where the transition temperature T c (x) has a minimum value of 0.75 K: For x < 0.6 one has an unconventional HF SC, for x > 0.6 conventional SC behavior, e.g., the x = 1 compound PrRu 4 Os 12 with T c ~ 1 K."
564,hott2013review,86|2,PrOs 4 Sb 12 (x = 0),1.85 K,,specific heat,
565,hott2013review,86|2,PrOs 4 Sb 12 (x = 0),1.75 K,,specific heat,
566,hott2013review,88|1,NbN,16 K,,,NbN established in 1941 with T c = 16 K a new T c record value .
567,hott2013review,89|0,La 3 Ni 2 B 2 N 3,12 -13 K,,,"In 1994, in continuation of work on superconducting borocarbides (see chapter 8), superconductivity at T c = 12 -13 K was observed in the structurally related La 3 Ni 2 B 2 N 3 ."
568,hott2013review,89|3,Li 0.48 (THF) y HfNCl containing cointercalated tetrahydrofuran solvent (THF),25.5 K,,,T c = 25.5 K has thus been achieved for Li 0.48 (THF) y HfNCl containing cointercalated tetrahydrofuran solvent (THF) (see ) .
569,hott2013review,89|5,"A x TiNCl (A = Li, Na, K, Rb)",16.3 K,,,"Superconductivity with maximum T c = 16.3 K has recently been reported in A x TiNCl (A = Li, Na, K, Rb) , where the constituent layers have an orthorhombic structure that differs from that of the Zr and Hf based materials."
570,hott2013review,90|0,NbC,12 K,,,"Carbides, e.g., NbC (T c = 12 K) and MoC (T c = 14.3 K) , were among the first discovered compound superconductors and contended in these early days of superconductivity with nitrides and borides for the highest T c ."
571,hott2013review,90|0,MoC,14.3 K,,,"Carbides, e.g., NbC (T c = 12 K) and MoC (T c = 14.3 K) , were among the first discovered compound superconductors and contended in these early days of superconductivity with nitrides and borides for the highest T c ."
572,hott2013review,90|3,(TMTSF)PF 6,below 0.9 K,12 kbar,,"Things changed when immediately after Matthias's death in 1980 superconductivity was discovered below 0.9 K in the compound (TMTSF)PF 6 under a hydrostatic pressure of 12 kbar, with the organic molecule TMTSF (tetra-methyl-tetra-selenium-fulvalene; see ) ."
573,hott2013review,90|4,C 60,~ 30 K,,,"In 1991 it was found that compounds based on the ""soccer ball"" C 60 (see ) become superconductors up to T c ~ 30 K when doped with alkali atoms ."
574,hott2013review,91|0,(TMTSF) 2 ClO 4,1 K,normal pressure,,"Meanwhile, a number of TMTSF-based superconductors with T c ~ 1 K has been found, e.g., (TMTSF) 2 ClO 4 which becomes SC at 1 K already under normal pressure conditions ."
575,hott2013review,92|1,(BEDT-TTF) 2 Cu[N(CN) 2 ]Br,11.2 K,,,"(BEDT-TTF) 2 Cu[N(CN) 2 ]Br becomes SC at 11.2 K , (BEDT-TTF) 2 Cu(NCS) 2 at 10.4 K."
576,hott2013review,92|1,(BEDT-TTF) 2 Cu(NCS) 2,10.4 K,,,"(BEDT-TTF) 2 Cu[N(CN) 2 ]Br becomes SC at 11.2 K , (BEDT-TTF) 2 Cu(NCS) 2 at 10.4 K."
577,hott2013review,94|0,diamond,up to 4 K,,,"In 1994 superconductivity was found in boron carbides (see the chapter 8), in 2004 in diamond with T c up to 4 K when doped with boron and up to 11.4 K in thin films ."
578,hott2013review,94|0,diamond,up to 11.4 K,,,"In 1994 superconductivity was found in boron carbides (see the chapter 8), in 2004 in diamond with T c up to 4 K when doped with boron and up to 11.4 K in thin films ."
579,hott2013review,94|1,silicon carbide,up to 1.4 K,,,In silicon carbide bulk T c up to 1.4 K was achieved by doping with ~ 1 at % boron .
580,hott2013review,94|1,~ 1 at % boron,up to 1.4 K,,,In silicon carbide bulk T c up to 1.4 K was achieved by doping with ~ 1 at % boron .
581,hott2013review,94|3,silicon thin films,up to 0.7 K,,,
582,hott2013review,94|3,boron doping concentration homogenously up to 11 at %,up to 0.7 K,,,
583,hott2013review,94|5,KC 8,0.14 K,,,Superconductivity in a graphite intercalation compound was first observed in 1965 on KC 8 which exhibits very low critical temperature T c = 0.14 K .
584,hott2013review,94|6,KHgC 8,1.4 K,,,"Later, several ternary graphite intercalation compounds revealed higher T c of 1.4 K for KHgC 8 and 2.7 K for KTl 1.5 C 4 ."
585,hott2013review,94|6,KTl 1.5 C 4,2.7 K,,,"Later, several ternary graphite intercalation compounds revealed higher T c of 1.4 K for KHgC 8 and 2.7 K for KTl 1.5 C 4 ."
586,hott2013review,94|7,YbC 6,6.5K,,,"Recently, the discovery of high critical temperatures in graphite intercalation compounds YbC 6 (T c =6.5K), CaC 6 (T c =11.5 K) and Li 3 Ca 2 C 6 (T c = 11.15 K) has renewed the interest in this family of materials ."
587,hott2013review,94|7,CaC 6,11.5 K,,,"Recently, the discovery of high critical temperatures in graphite intercalation compounds YbC 6 (T c =6.5K), CaC 6 (T c =11.5 K) and Li 3 Ca 2 C 6 (T c = 11.15 K) has renewed the interest in this family of materials ."
588,hott2013review,94|7,Li 3 Ca 2 C 6,11.15 K,,,"Recently, the discovery of high critical temperatures in graphite intercalation compounds YbC 6 (T c =6.5K), CaC 6 (T c =11.5 K) and Li 3 Ca 2 C 6 (T c = 11.15 K) has renewed the interest in this family of materials ."
589,hott2013review,94|8,"graphene, the atomic monolayer modification of graphite, Li-or Ca-decoration",6 K,,,"For graphene, the atomic monolayer modification of graphite, Li-or Ca-decoration is now been reported to induce superconductivity up to T c ~ 6 K Fullerides are metal-doped fullerenes."
590,hott2013review,94|11,Rb 3 C 60,29.5 K,,,"Rb 3 C 60 has a value of T c of 29.5 K, the present record under pressure is held by Cs 3 C 60 with T c = 40 K."
591,hott2013review,94|11,Cs 3 C 60,40 K,,,"Rb 3 C 60 has a value of T c of 29.5 K, the present record under pressure is held by Cs 3 C 60 with T c = 40 K."
592,hott2013review,95|0,alkali-doped picene and dibenzopentacen,18 K,,,"Recent experiments on alkali-doped picene and dibenzopentacen, hydrocarbon molecules made up of an assembly of five and seven fused benzene rings, respectively, reported superconductivity up to T c of 18 K [343] and 33 K , respectively."
593,hott2013review,95|0,alkali-doped picene and dibenzopentacen,33 K,,,"Recent experiments on alkali-doped picene and dibenzopentacen, hydrocarbon molecules made up of an assembly of five and seven fused benzene rings, respectively, reported superconductivity up to T c of 18 K [343] and 33 K , respectively."
594,hott2013review,96|0,double- wall carbon natotubes (DWNT),6.8 K,,resistitively,This holds true even more for carbon natotubes where long-standing speculations on superconductivity have now been confirmed experimentally for the case of double- wall carbon natotubes (DWNT) with resistitively measured T c = 6.8 K .
595,hott2013review,102|0,nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C,16.5 K,,,The nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C compounds with comparatively high T c values of 16.5 K and 15.5 K serve as reference systems for the more difficult systems RNi 2 B 2 C with both magnetic and SC phases.
596,hott2013review,102|0,nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C,15.5 K,,,The nonmagnetic YNi 2 B 2 C and LuNi 2 B 2 C compounds with comparatively high T c values of 16.5 K and 15.5 K serve as reference systems for the more difficult systems RNi 2 B 2 C with both magnetic and SC phases.
597,hott2013review,105|0,MgB 2,~ 40 K,,,"The discovery of superconductivity in MgB 2 (see ) in early 2001 with T c ~ 40 K, came as a huge surprise since this simple material was known since the early 1950s and had simply been missed in the systematic research for superconductivity ."
598,hott2013review,108|1,MgB 2,39 K,,,
599,hott2013review,132|0,Li + THF cointercalated β-HfNCl,25.5 K,,,Schematic structural model for Li + THF cointercalated β-HfNCl with T c = 25.5 K.
600,chu2009high,4|7,HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223),164 K,30 GPa,,"In fact, the current record-T c of 164 K was achieved in HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223) with an ambient T c of 134 K only under a pressure ~ 30 GPa."
601,chu2009high,4|7,HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223),134 K,,,"In fact, the current record-T c of 164 K was achieved in HgBa 2 Ca 2 Cu 3 O 9+δ (Hg1223) with an ambient T c of 134 K only under a pressure ~ 30 GPa."
602,chu2009high,5|0,electron-doped LaOFeAs (La1111),26 K,,,The recent discovery by Hosono et al. of superconductivity in the electron-doped LaOFeAs (La1111) at 26 K has ushered in a new era of high temperature superconductivity.
603,chu2009high,5|11,011,9-14 K,,,"When properly doped, the maximum T c 's are ~ 55 K for 1111 , ~ 38 K for 122 , and 12-25 K for 111 , and ~ 9-14 K for 011 , respectively."
604,chu2009high,6|0,electron-doped LaOFeAs,26 K,,,"Immediately after the report of 26 K superconductivity, high pressure experiments on the electron-doped LaOFeAs were carried out ."
605,chu2009high,6|1,electron-doped La1111,55 K,,,The reasonably high rate of T c -enhancement by pressure of +1.2 K/GPa coupled with the rapid T c -rise to 55 K by replacement of La observed in electron-doped La1111 by rare-earth elements of smaller ionic radii gave scientists the optimism that a miracle similar to that for cuprate HTS was in the offing and the significant role of magnetism in HTS was about to unravel.
606,chu2009high,7|1,,50 K,2 GPa,,"The T c of these O- deficient samples were observed to reach its maximum at ~ 50 K rapidly although at a slightly lower pressure of ~ 2 GPa similar to that observed in the F-doped R1111, re-enforcing the significant role of effective valence count of the anions or the carrier concentration independent of the details of doping."
607,chu2009high,12|0,011,8 K,,,"The binary FeSe crystallizes in the tegragonal PbO-type structure α-FeAs phase (P4/mmm), which has become the simplest homologous 011 of the Fe-pnictide with an onset T c ~ 8 K."
608,chu2009high,13|1,011,27 K,1.5 GPa,,
609,chu2009high,14|0,electron doped La(O 1-x F x )FeAs,26 K,,,"After the discovery of superconductivity at 26 K in electron doped La(O 1-x F x )FeAs , Lu et al. were the first to examine the hydrostatic pressure effect on the T c of the polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11 and an ambient pressure onset T c = 26.3 K (determined resistively) and 23 K (magnetically)."
610,chu2009high,14|0,polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11,26.3 K,ambient pressure,resistively,"After the discovery of superconductivity at 26 K in electron doped La(O 1-x F x )FeAs , Lu et al. were the first to examine the hydrostatic pressure effect on the T c of the polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11 and an ambient pressure onset T c = 26.3 K (determined resistively) and 23 K (magnetically)."
611,chu2009high,14|0,polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11,23 K,ambient pressure,magnetically,"After the discovery of superconductivity at 26 K in electron doped La(O 1-x F x )FeAs , Lu et al. were the first to examine the hydrostatic pressure effect on the T c of the polycrystalline optimally doped La(O 1-x F x )FeAs with nominal x = 0.11 and an ambient pressure onset T c = 26.3 K (determined resistively) and 23 K (magnetically)."
612,chu2009high,16|0,Sm(O 1-x F x )FeAs,43 K,up to 1.7 GPa,,"on Sm(O 1-x F x )FeAs, that had the highest T c of 43 K at the time [8], with the nominal compositions x = 0.0, 0.05, 0.13 and 0.30, resistively, in a hydrostatic environment up to 1.7 GPa using the BeCu-clamp technique."
613,chu2009high,16|1,"x = 0.05, 0.13 and 0.3",1.2 K,,,"The onset-T c 's at ambient pressure of the samples studied are < 1.2 K, 24.7 K and 43.6 K for nominal x = 0.05, 0.13 and 0.3, respectively."
614,chu2009high,16|1,"x = 0.05, 0.13 and 0.3",24.7 K,,,"The onset-T c 's at ambient pressure of the samples studied are < 1.2 K, 24.7 K and 43.6 K for nominal x = 0.05, 0.13 and 0.3, respectively."
615,chu2009high,16|1,"x = 0.05, 0.13 and 0.3",43.6 K,,,"The onset-T c 's at ambient pressure of the samples studied are < 1.2 K, 24.7 K and 43.6 K for nominal x = 0.05, 0.13 and 0.3, respectively."
616,chu2009high,18|2,x = 0.11 and 0.05,28 K,,,"Their ambient onset T c 's are 28 K and 9 K for the x = 0.11 and 0.05 samples, respectively."
617,chu2009high,18|2,x = 0.11 and 0.05,9 K,,,"Their ambient onset T c 's are 28 K and 9 K for the x = 0.11 and 0.05 samples, respectively."
618,chu2009high,18|5,x = 0.11,28 K,,,"The onset-T c of the x = 0.11 sample, as defined in Fig. 5a, increases steeply from 28 K to 43 K with pressure up to 3 GPa at a large initial rate dT c /dP ~ + 8 K/GPa and then drops off slowly to 9 K at 30 GPa at a rate dT c /dP ~ -1.4 K/GPa as shown in Fig. 6."
619,chu2009high,18|5,x = 0.11,43 K,up to 3 GPa,,"The onset-T c of the x = 0.11 sample, as defined in Fig. 5a, increases steeply from 28 K to 43 K with pressure up to 3 GPa at a large initial rate dT c /dP ~ + 8 K/GPa and then drops off slowly to 9 K at 30 GPa at a rate dT c /dP ~ -1.4 K/GPa as shown in Fig. 6."
620,chu2009high,18|5,x = 0.11,9 K,30 GPa,,"The onset-T c of the x = 0.11 sample, as defined in Fig. 5a, increases steeply from 28 K to 43 K with pressure up to 3 GPa at a large initial rate dT c /dP ~ + 8 K/GPa and then drops off slowly to 9 K at 30 GPa at a rate dT c /dP ~ -1.4 K/GPa as shown in Fig. 6."
621,chu2009high,18|7,La(O 1- x F x )FeAs,43 K,,,The experiment did show that the T c of La(O 1- x F x )FeAs with F-doping can be raised to a maximum of 43 K by the joint effects of chemical (F- doping) and pressure doping.
622,chu2009high,18|15,x = 0.4,10.5 K,,,They found that LaOFe(As 1-x P x ) become superconducting with T c reaching 10.5 K at x = 0.4.
623,chu2009high,21|0,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)",0 K,,,
624,chu2009high,21|0,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)",24,,,
625,chu2009high,21|0,"x = 0 (undoped), 0.05 (underdoped), 0.11(optimally doped)",29,,,
626,chu2009high,21|0,x=0.14,20 K,,,
627,chu2009high,21|4,x = 0.11 and 0.14,43 K,,,"While the maximum T c 's for the x = 0.11 and 0.14 samples are about the same at ~ 43 K, they are lower at ~ 29 K and 20 K for samples with x = 0.05 and 0."
628,chu2009high,21|4,x = 0.05 and 0,29 K,,,"While the maximum T c 's for the x = 0.11 and 0.14 samples are about the same at ~ 43 K, they are lower at ~ 29 K and 20 K for samples with x = 0.05 and 0."
629,chu2009high,21|4,x = 0.05 and 0,20 K,,,"While the maximum T c 's for the x = 0.11 and 0.14 samples are about the same at ~ 43 K, they are lower at ~ 29 K and 20 K for samples with x = 0.05 and 0."
630,chu2009high,21|6,LaOFeP,5.8 K,,,"In the same study, Takahashi et al. found that the T c of LaOFeP with an ambient pressure value of T c = 5.8 K rises steeply to 8.8 K at 1 GPa and then drops rapidly to ~ 7 K with further increasing pressure, similar to the LaOFeAs."
631,chu2009high,21|6,LaOFeP,8.8 K,1 GPa,,"In the same study, Takahashi et al. found that the T c of LaOFeP with an ambient pressure value of T c = 5.8 K rises steeply to 8.8 K at 1 GPa and then drops rapidly to ~ 7 K with further increasing pressure, similar to the LaOFeAs."
632,chu2009high,21|6,LaOFeP,7 K,,,"In the same study, Takahashi et al. found that the T c of LaOFeP with an ambient pressure value of T c = 5.8 K rises steeply to 8.8 K at 1 GPa and then drops rapidly to ~ 7 K with further increasing pressure, similar to the LaOFeAs."
633,chu2009high,23|1,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85",54 K,ambient,,"Takeshita et al. [23] examined resistively the pressure effect on the T c of NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85 with an ambient onset T c = 54 K, 41 K and 0 K, respectively, up to 18 GPa."
634,chu2009high,23|1,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85",41 K,ambient,,"Takeshita et al. [23] examined resistively the pressure effect on the T c of NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85 with an ambient onset T c = 54 K, 41 K and 0 K, respectively, up to 18 GPa."
635,chu2009high,23|1,"NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85",0 K,ambient,,"Takeshita et al. [23] examined resistively the pressure effect on the T c of NdO 1-y FeAs with a nominal 1-y = 0.6, 0.8 and 0.85 with an ambient onset T c = 54 K, 41 K and 0 K, respectively, up to 18 GPa."
636,chu2009high,23|3,1-y = 0.85,20 K,16 GPa,,"For 1-y = 0.85, superconductivity appears after the signature of the SDW transition is suppressed by pressures above 5 GPa with an onset T c that continues to rise to ~ 20 K at 16 GPa."
637,chu2009high,25|3,x ~ 0.4 -0.5,38 K,,,The maximum T c = 38 K takes place at x ~ 0.4 -0.5.
638,chu2009high,26|0,(Ba 1-x K x )Fe 2 As 2 with x = 0.45,30 K,,,A single crystal of the isoelectronic 122 sample (Ba 1-x K x )Fe 2 As 2 with x = 0.45 and a T c = 30 K was grown and examined under hydrostatic pressure using a BeCu-clamp .
639,chu2009high,27|2,Ba(Fe 1- x Co x ) 2 As 2 (x=0.1),22 K,,,"Superconductivity with a maximum T c of 22 K was discovered in Ba(Fe 1- x Co x ) 2 As 2 (x=0.1) and a complete phase diagram, similar to that shown in for hole- doped (K x Sr 1-x )Fe 2 As 2 , was revealed ."
640,chu2009high,30|8,single crystal CaFe 2 As 2,12 K,0.23 GPa,ρ(T),
641,chu2009high,37|2,single crystal of SrFe 2 As 2,27 K,2.5 GPa,,"Alireza et al. , utilizing dc magnetization measurements of a single crystal of SrFe 2 As 2 mounted in a diamond anvil cell, have shown a sudden onset of superconductivity at about 2.5 GPa with a T c ~ 27 K."
642,chu2009high,37|3,single crystal of SrFe 2 As 2,20 K,5.2 GPa,,
643,chu2009high,38|0,single crystal of SrFe 2 As 2,superconducting state ceases to exist,3.7 GPa,,
644,chu2009high,39|0,SrFe 2 As 2,34 K,14 GPa,,"The superconducting phase of SrFe 2 As 2 was reported to arise at pressures below 2 GPa and to extend to pressures as high as 14 GPa with a maximum T c of 34 K, close to the maximum T c achieved at ambient pressure in the hole-doped system (Sr 1-x K x )Fe 2 As 2 ."
645,chu2009high,39|1,SrFe 2 As 2 single crystals,34 K,3.5 GPa,resistivity,Kotegawa et al. conducted careful resistivity measurements of SrFe 2 As 2 single crystals under pressure and detected the zero-resistance superconducting state at pressures above 3.5 GPa with a maximum T c of 34 K.
646,chu2009high,40|0,BaFe 2 As 2,29 K,2 to 2.5 GPa,,The onset of superconductivity in BaFe 2 As 2 above a critical pressure of 2 to 2.5 GPa and a maximum T c ~ 29 K was consistently reported by two groups .
647,chu2009high,43|0,LiFeAs,18 K,,,"Superconductivity found in LiFeAs at 18 K, and later in NaFeAs at 12 K, seems to be puzzling since in the stoichiometric 111 composition these compounds are expected have a similar electronic structure in the Fe 2 As 2 -layers (average charge: 1 electron per FeAs) as the undoped R1111 and Ae122 pnictides."
648,chu2009high,43|0,NaFeAs,12 K,,,"Superconductivity found in LiFeAs at 18 K, and later in NaFeAs at 12 K, seems to be puzzling since in the stoichiometric 111 composition these compounds are expected have a similar electronic structure in the Fe 2 As 2 -layers (average charge: 1 electron per FeAs) as the undoped R1111 and Ae122 pnictides."
649,chu2009high,46|2,undoped EuFe 2 (As 0.7 P 0.3 ) 2,up to 26 K,,,
650,chu2009high,46|2,BaFe 2 (As 1-x P x ) 2,30 K,,,
651,chu2009high,49|0,FeSe x,27 K,up to 1.5 GPa,,T c of FeSe x could be increased to 27 K (onset of the resistivity drop) by applying pressure up to 1.5 GPa [46].
652,chu2009high,49|2,α-FeSe x,8 K,,,
653,chu2009high,53|1,FeSe,8 K,,,
654,mydeen2010temperature,2|1,LaFeAsO 0.89 F 0.11,26 K,,,"Soon after the dis- covery of superconductivity in the iron and nickel based oxyphosphides, LaFePO 1 and LaNiPO, 2 superconductiv- ity was found in LaFeAsO 0.89 F 0.11 (""1111"" type) with a critical temperature of about 26 K."
655,mydeen2010temperature,2|2,LaFeAsO 0.89 F 0.11,up to 43 K,4 GPa,,
656,mydeen2010temperature,4|9,"As free ""111"" compound LiFeP",below 6 K,,,"Recently, Deng et al. discovered superconduc- tivity below 6 K in the As free ""111"" compound LiFeP, which is isostructural and isoelectronic to LiFeAs and can be considered as compressed LiFeAs."
657,mydeen2010temperature,7|6,,6 K,ambient pressure,,"At ambient pressure, we find the onset of the resis- tive transition at about ≈ 6 K in good agreement with the literature."
658,SCinTiO_1612.02502,1|0,mercury,temperature of liquid helium,,,"After the discovery of zero resistivity in mercury at the temperature of liquid helium, several conventional superconductors have been identified from single elements and alloys over the course of decades 1-3 ."
659,SCinTiO_1612.02502,1|2,Magnesium diboride,39 K,,,Magnesium diboride with TC = 39 K has been discovered using this strategy 5 .
660,SCinTiO_1612.02502,1|6,sulphur hydride,203 K,,,"However, a conventional superconductor (sulphur hydride) recently created a new record of TC = 203 K under an ultra-high pressure 9 ."
661,SCinTiO_1612.02502,1|9,Ti4O7,3.0,,,
662,SCinTiO_1612.02502,1|9,g-Ti3O5 films synthesized using advanced epitaxial growth on specific oxide substrates,7.1 K,,,
