id,filename,passage_id,material,tcValue,pressure,me_method,text
879,P068132507-CC,7,Na 0.35 CoO 2 •1.3H 2 O,4.56 K,,magnetization,
880,P068132507-CC,14,Na 0.35 CoO 2 •1.3H 2 O,4.6 K,,,"In summary, from M -T and M -H curves, supercon- ducting transition temperature, as well as upper-and lower-critical fields are estimated to be T C = 4.6 K, H C2 = 61.0 T and H C1 = 28.1 Oe, for the novel Co ox- ide superconductor of Na 0.35 CoO 2 •1.3H 2 O.   The coherent length, penetration depth and GL parameter are calcu- lated to be ξ = 2.32 nm, λ = 5.68 × 10 3Å and κ = 244. These phenomenological parameters are quite unusual and strongly suggest that the superconductivity is un- conventional.The normal-state magnetic susceptibility is also presented for the first time.  It shows an upturn below 130 K and at least a part of the upturn is suggested to be inherent.This normal-state magnetic behavior may have relevance to the mechanism of the Cooper pair for- mation."
881,mydeen2010temperature-CC,2,LaFeAsO 0.89 F 0.11,26 K,,,"The recently discovered iron-based superconductors at- tract a great deal of interest because of their high critical temperatures up to T c = 55 K.   Soon after the dis- covery of superconductivity in the iron and nickel based oxyphosphides, LaFePO 1 and LaNiPO, 2 superconductiv- ity was found in LaFeAsO 0.89 F 0.11 (""1111"" type) with a critical temperature of about 26 K.Furthermore, the application of hydrostatic pressure leads to an increase of T c up to 43 K at about 4 GPa.  The superconductiv- ity in iron-pnictide compounds is closely related to their layered structure, where the iron-pnictide layers are in- terlaced with charge reservoir layers.Electron or hole doping, both inside and outside of the iron-pnictide lay- ers, strongly affects the superconducting properties."
882,mydeen2010temperature-CC,2,LaFeAsO 0.89 F 0.11,up to 43 K,4 GPa,,"The recently discovered iron-based superconductors at- tract a great deal of interest because of their high critical temperatures up to T c = 55 K.   Soon after the dis- covery of superconductivity in the iron and nickel based oxyphosphides, LaFePO 1 and LaNiPO, 2 superconductiv- ity was found in LaFeAsO 0.89 F 0.11 (""1111"" type) with a critical temperature of about 26 K.Furthermore, the application of hydrostatic pressure leads to an increase of T c up to 43 K at about 4 GPa.  The superconductiv- ity in iron-pnictide compounds is closely related to their layered structure, where the iron-pnictide layers are in- terlaced with charge reservoir layers.Electron or hole doping, both inside and outside of the iron-pnictide lay- ers, strongly affects the superconducting properties."
883,mydeen2010temperature-CC,4,"As free ""111"" compound LiFeP",below 6 K,,,"In La(O 1−x F x )FeAs and Sm(O 1−x F x )FeAs the application of pressure revealed an anisotropic lattice compressibility at low pressures, 9 which results in a significant modification of elec- tronic density of states (DOS).  In optimally doped La(O 1−x F x )FeAs T c decreases linearly with increasing pressure up to 30 GPa. This decrease is accompanied by the lattice properties becoming less anisotropic. The close connection between structural properties and su- perconductivity is further shown in ReFeAsO 1−x (Re = rare-earth metal).  Here, T c attains its maximum value where the [FeAs 4 ] units form a regular tetrahedron.In Ba(Fe 0.92 Co 0.08 ) 2 As 2 (""122"" type) the uniaxial pres- sure dependencies of T c are highly anisotropic and quite pronounced.  T c is anticipated to increase with increas- ing c/a ratio.  Superconductivity was reported in the ""111""-type ma- terials LiFeAs and NaFeAs. In contrast to the ""1111"" and ""122"" compounds and to the isostructural NaFeAs no signature of a spin-density-wave (SDW) or structural transition has been observed in LiFeAs re- gardless of having a similar charge density in the FeAs layers. Recently, Deng et al. discovered superconduc- tivity below 6 K in the As free ""111"" compound LiFeP, which is isostructural and isoelectronic to LiFeAs and can be considered as compressed LiFeAs.The occurrence of bulk superconductivity in both stoichiometric LiFeAs and LiFeP makes them special among the iron-pnictide materials.   So far bulk superconductivity in a stoichio- metric member of the iron-arsenides and its isostructural phosphorous homolog has not been reported to the best of our knowledge.External pressure and isoelectronic chemical substitution have a different effect on the crys- tal structure.This allows for a detailed study of the influence of structural properties on superconductivity.In this paper we study the effect of hydrostatic pres- sure on LiFeP by electrical-resistivity (ρ) and magnetic- susceptibility (χ AC ) experiments."
884,mydeen2010temperature-CC,7,,6 K,ambient pressure,,"state resistivity follows a T 2 dependence at all pressures indicating a Fermi-liquid state. The pressure dependence of the parameters ρ 0 and A of a ρ(T . The observation of a T 2 behavior at such ele- vated temperatures hints at the presence of strong elec- tronic correlations. The temperature coefficient A is a measure of the quasiparticle -quasiparticle (QP -QP) scattering rate. A(p) decreases by a factor of 1.6 from atmospheric pressure to p = 2 GPa and stays constant with further increasing pressure, indicating a reduction of the QP -QP scattering rate for p ≤ 2 GPa. The en- hanced QP -QP scattering rate at low pressures might be a hint for the presence of spin fluctuations and indi- cate the proximity of LiFeP to magnetic order at ambient pressure despite no direct evidence for long-range mag- netic order has been found neither in LiFeP nor in its homolog LiFeAs.   At ambient pressure, we find the onset of the resis- tive transition at about ≈ 6 K in good agreement with the literature.Further on, we will use the ρ(T ) = 0 criterion to define T c from our resistivity data.   With in- creasing pressure the superconducting transition shifts to lower temperatures (see ). The width of the transi- tion is nearly pressure independent up to p ≈ 2.25 GPa, even though the onset becomes more rounded before a noticeable broadening becomes evident.The significant broadening is accompanied by an increase of the low tem- perature normal-state resistivity, which is basically pres- sure independent below p ≈ 2 GPa.This behavior is intrinsic to the sample and not caused by, e.g. cracks in the sample, since the room-temperature resistivity, ρ 300K (p), decreases monotonously upon increasing pres-"
885,JPS0732912-CC,2,Cd 2 Re 2 O 7,1.0 K,,,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
886,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)",9.6 K,,,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
887,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)",6.3 K,,,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
888,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)",3.3 K,,,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
889,JPS0732912-CC,2,Cd 2 Re 2 O 7,1.0 K,,diamagnetic,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
890,JPS0732912-CC,2,Cd 2 Re 2 O 7,3.0 K,2 GPa,diamagnetic,"Superconductivity in transition metal oxides (TMOs) has been one of exciting fields in solid state physics due to its unconventional properties. Many superconductors in TMOs crystallize in perovskite related structures.  Recently, an exceptional TMO superconductor Cd 2 Re 2 O 7 was found with T c = 1.0 K, which crystallizes in the pyrochlore structure. 1) The pyrochlore structure contains a corner-sharing tetrahedral network made of transition metal cations called the pyrochlore lattice, and is known as one of spin frustration systems in the case that the transition metal cation has a localized moment with antiferromagnetic interactions between nearest neighbors.   Very recently, three related compounds AOs 2 O 6 (A = K, Rb, Cs) named the β-pyrochlore oxides were found, 2-4) which contain the pyrochlore lattice made of Os atoms.They show superconductivity at T c = 9.6 K, 6.3 K and 3.3 K, respectively. Particularly in KOs 2 O 6 the T c is almost one order higher than in Cd 2 Re 2 O 7 .  The mechanism of the superconductivity has been extensively studied and was suggested to be unconventional.     For example, a remarkably large upper critical field H c2 of 38 T exceeding Pauli's limit was reported for KOs 2 O 6 . 5) Moreover, the µSR and NMR experiments suggested an anisotropic order parameter.On the other hand, there are a few reports which suggest conventional BCS superconductivity for RbOs 2 O 6 . It is plausible to assume that the systematic change of T c in AOs 2 O 6 is due to the size effect of alkaline metal ions. The lattice constant is almost proportional to the ionic radius of A ions, and the T c increases with decreasing the lattice constant from Cs to K under a positive chemical pressure. 4) This is in contrast to the case of conventional BCS superconductivity in a single-band model, where the T c decreases under a positive pressure, because the density of state (DOS) decreases with decreasing the lattice volume, as typically observed in alkali metal doped C 60 superconductors A 3 C 60 .This contrast may indicate the uniqueness of the superconductivity in AOs 2 O 6 . Thus, it is interesting to examine physical pressure effects on T c .In this note, we report diamagnetic measurements under pressures up to 1.2 GPa using a piston-cylinder type pressure cell on the three compounds of AOs 2 O 6 .  In the α-pyrochlore oxide superconductor Cd 2 Re 2 O 7 the high pressure study revealed that T c increases from 1.0 K to 3.0 K at 2 GPa and then decreases to vanish above 3 GPa. In the case of RbOs 2 O 6 , Khasanov et al. reported a high pressure experiment in which the T c increases monotonously up to 1.0 GPa with the initial slope of 0.90 K/GPa. Polycrystalline samples were prepared as reported previously. 2-4) They were nearly single-phase, but with a small amount of OsO 2 or Os metal.Magnetic susceptibility was measured in a Quantum Design MPMS.Quasi-hydrostatic pressures up to 1.2 GPa were produced by a piston-cylinder type pressure cell which is made of hardened CuBe alloy.Daphne oil 7373 was used as a pressure transmitting medium.The actual pressure was determined in each experiment by measuring the superconducting transition temperature of Pb or Sn which was put into the pressure medium together with a sample and placed about 2 cm away from the sample."
891,JPS0732912-CC,5,KOs 2 O 6,10.0 K,0.56 GPa,magnetic susceptibility,
892,JPS0732912-CC,5,KOs 2 O 6,9.5 K,1.20 GPa,magnetic susceptibility,
893,PR04909084-CC,3,x > 0.22,200 mK,,,"(1) All overdoped samples with high Sr concentrations, x > 0.22, have sharp superconducting-to-normal thermal phase transitions, as narrow as 200 mK near the QPT.  This suggests that the overdoped QPT is not dominated by inhomogeneity or phase separation."
894,PHC4170033-CC,1,x=0.60,20 K,,,"Samples of Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 (0.0≤x≤1.0) have been synthesized by a solid-state reaction route. The samples with x ≤0.60 crystallize in an orthorhombic structure (with orthorhombic distortion decreasing with increasing x), while the samples with x=0.80 and 1.0 crystallize in a pseudo tetragonal structure.  Resistance (R) measurements as a function of temperature (T) show that x = 0.0 sample is highly semiconducting with R 2K /R 300K ratio of ~ 65. This ratio decreases to only ~23 and 5 for x=0.20 and x=0.4 samples, respectively.   Further, the x=0.60 sample shows onset of a broad superconducting transition temperature (T c onset ) at around 20 K without achieving the T c R=0 state down to 2 K.The T c R=0 state is observed in x = 0.80 and 1.00 samples at around 5 and 14 K, respectively. Thermo-electric power (S), also exhibits T c S~0 state at around 11 K and 16 K, respectively for x = 0.8 and 1.00 samples.   Thermo electric power at room temperature is positive and decreases with increasing x, indicating enhanced number of mobile holes.These results demonstrate that substitution of Sr at Ba-site systematically induces metallicity and eventually superconductivity in Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 system.The results are explained on the basis of reduced Pr(4f) orbital hybridization with O(2p) in superconducting Cu-O 2 planes, resulting in delocalization of the mobile carriers.The role of decreased Pr/Ba intermixing disorder is also considered."
895,PHC4170033-CC,1,x = 0.80,5,,,"Samples of Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 (0.0≤x≤1.0) have been synthesized by a solid-state reaction route. The samples with x ≤0.60 crystallize in an orthorhombic structure (with orthorhombic distortion decreasing with increasing x), while the samples with x=0.80 and 1.0 crystallize in a pseudo tetragonal structure.  Resistance (R) measurements as a function of temperature (T) show that x = 0.0 sample is highly semiconducting with R 2K /R 300K ratio of ~ 65. This ratio decreases to only ~23 and 5 for x=0.20 and x=0.4 samples, respectively.   Further, the x=0.60 sample shows onset of a broad superconducting transition temperature (T c onset ) at around 20 K without achieving the T c R=0 state down to 2 K.The T c R=0 state is observed in x = 0.80 and 1.00 samples at around 5 and 14 K, respectively. Thermo-electric power (S), also exhibits T c S~0 state at around 11 K and 16 K, respectively for x = 0.8 and 1.00 samples.   Thermo electric power at room temperature is positive and decreases with increasing x, indicating enhanced number of mobile holes.These results demonstrate that substitution of Sr at Ba-site systematically induces metallicity and eventually superconductivity in Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 system.The results are explained on the basis of reduced Pr(4f) orbital hybridization with O(2p) in superconducting Cu-O 2 planes, resulting in delocalization of the mobile carriers.The role of decreased Pr/Ba intermixing disorder is also considered."
896,PHC4170033-CC,1,1.00,14 K,,,"Samples of Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 (0.0≤x≤1.0) have been synthesized by a solid-state reaction route. The samples with x ≤0.60 crystallize in an orthorhombic structure (with orthorhombic distortion decreasing with increasing x), while the samples with x=0.80 and 1.0 crystallize in a pseudo tetragonal structure.  Resistance (R) measurements as a function of temperature (T) show that x = 0.0 sample is highly semiconducting with R 2K /R 300K ratio of ~ 65. This ratio decreases to only ~23 and 5 for x=0.20 and x=0.4 samples, respectively.   Further, the x=0.60 sample shows onset of a broad superconducting transition temperature (T c onset ) at around 20 K without achieving the T c R=0 state down to 2 K.The T c R=0 state is observed in x = 0.80 and 1.00 samples at around 5 and 14 K, respectively. Thermo-electric power (S), also exhibits T c S~0 state at around 11 K and 16 K, respectively for x = 0.8 and 1.00 samples.   Thermo electric power at room temperature is positive and decreases with increasing x, indicating enhanced number of mobile holes.These results demonstrate that substitution of Sr at Ba-site systematically induces metallicity and eventually superconductivity in Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 system.The results are explained on the basis of reduced Pr(4f) orbital hybridization with O(2p) in superconducting Cu-O 2 planes, resulting in delocalization of the mobile carriers.The role of decreased Pr/Ba intermixing disorder is also considered."
897,PHC4170033-CC,1,x = 0.8,11 K,,,"Samples of Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 (0.0≤x≤1.0) have been synthesized by a solid-state reaction route. The samples with x ≤0.60 crystallize in an orthorhombic structure (with orthorhombic distortion decreasing with increasing x), while the samples with x=0.80 and 1.0 crystallize in a pseudo tetragonal structure.  Resistance (R) measurements as a function of temperature (T) show that x = 0.0 sample is highly semiconducting with R 2K /R 300K ratio of ~ 65. This ratio decreases to only ~23 and 5 for x=0.20 and x=0.4 samples, respectively.   Further, the x=0.60 sample shows onset of a broad superconducting transition temperature (T c onset ) at around 20 K without achieving the T c R=0 state down to 2 K.The T c R=0 state is observed in x = 0.80 and 1.00 samples at around 5 and 14 K, respectively. Thermo-electric power (S), also exhibits T c S~0 state at around 11 K and 16 K, respectively for x = 0.8 and 1.00 samples.   Thermo electric power at room temperature is positive and decreases with increasing x, indicating enhanced number of mobile holes.These results demonstrate that substitution of Sr at Ba-site systematically induces metallicity and eventually superconductivity in Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 system.The results are explained on the basis of reduced Pr(4f) orbital hybridization with O(2p) in superconducting Cu-O 2 planes, resulting in delocalization of the mobile carriers.The role of decreased Pr/Ba intermixing disorder is also considered."
898,PHC4170033-CC,1,1.00,16 K,,,"Samples of Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 (0.0≤x≤1.0) have been synthesized by a solid-state reaction route. The samples with x ≤0.60 crystallize in an orthorhombic structure (with orthorhombic distortion decreasing with increasing x), while the samples with x=0.80 and 1.0 crystallize in a pseudo tetragonal structure.  Resistance (R) measurements as a function of temperature (T) show that x = 0.0 sample is highly semiconducting with R 2K /R 300K ratio of ~ 65. This ratio decreases to only ~23 and 5 for x=0.20 and x=0.4 samples, respectively.   Further, the x=0.60 sample shows onset of a broad superconducting transition temperature (T c onset ) at around 20 K without achieving the T c R=0 state down to 2 K.The T c R=0 state is observed in x = 0.80 and 1.00 samples at around 5 and 14 K, respectively. Thermo-electric power (S), also exhibits T c S~0 state at around 11 K and 16 K, respectively for x = 0.8 and 1.00 samples.   Thermo electric power at room temperature is positive and decreases with increasing x, indicating enhanced number of mobile holes.These results demonstrate that substitution of Sr at Ba-site systematically induces metallicity and eventually superconductivity in Y 0.4 Pr 0.6 Ba 2-x Sr x Cu 3 O 7 system.The results are explained on the basis of reduced Pr(4f) orbital hybridization with O(2p) in superconducting Cu-O 2 planes, resulting in delocalization of the mobile carriers.The role of decreased Pr/Ba intermixing disorder is also considered."
