id,filename,pid,text
579,halshs-01279855.training.tei.xml,24,"As ASO indeed aims at making a profit from organising the Tour de France, the choice of an appropriate incentive mechanism is crucial. Most of the prerequisites for a successful and attractive between more teams with fewer riders each and fewer teams with more riders each. At the end of the day, the organiser chooses the number of teams and which teams are selected to participate in Tour de"
580,halshs-01279855.training.tei.xml,25,"France each year. As described in chapter 2, this is not without conflicting interests between the organisers of the ""grand tours"" (ASO, RCS and Unipublic) and the UCI claiming that all the Pro Tour teams must be invited in each ""grand tour"" (Rebeggiani & Tondani, 2008). Total prize money in the Tour de France is now over€ 2 million (for a detailed analysis, see chapter 3) which, compared with other cycling races, is rather fulfilling the prerequisite (b). Since the prize money is distributed over multiple trophies, condition (e) is satisfied as well. Only condition (a) is debatable when one witnesses a rider winning the Tour de France five times like Jacques Anquetil, Eddy Merckx, Bernard Hinault and Miguel Indurain, or, in the case of the later disqualified Lance Armstrong, seven times in a row."
581,halshs-01279855.training.tei.xml,26,"Condition (a) is not valid either when the yellow jersey winner is too much ahead of the secondranked rider, like in1952 when Fausto Coppi won the Tour de France with a lead of over 28 minutes."
582,halshs-01279855.training.tei.xml,27,"In fact, condition (a) raises the issue of competitive balance in the Tour de France which is discussed in section 2 below. Finally, prerequisite (f) refers to the distribution of Tour de France prize money across different trophies and best-ranked riders. In the2014 Tour de France, for every lower position in the general classification the prize money was more or less halved between the first seven ranked riders: from € 450,000 for the winner over € 200,000 for the runner-up to € 100,000 for the third ranked rider, and so on to € 11,500 for the rider ranked in seventh place. A similar gap is assessed as a strong effort incentive in most individual sports tournaments such as, for example, tennis. With this incentive prize structure a rider who jumps from the seventh to the fifth rank multiplies his financial gains by four and the same occurs when a rider jumps from the third to the first place. The prize structure for winning a stage is similar with also approximately a doubling of the monetary reward for one rank improvement between the four best ranked riders. The prize structure for the other trophies is less in tune with tournament theory. In the race for the green, the white and the polka-dot jerseys, financial gains are not doubled when a rider improves his rank by one. These trophies thus clearly have a less incentive prize structure. If one ASO objective is to ""multiply the races within the race"" this must not go as far as disturbing the contention for the yellow jersey. That is the reason why incentives are significantly lower (€ 25,000 for the green and polka-dot jersey winners, € 20,000 for the white jersey winner) and less structured according to the tournament theory for trophies that only appeal to specialised riders like sprinters or climbers."
583,halshs-01279855.training.tei.xml,28,"It should be remarked though that this focus on prize money is not always relevant in the context of cycling races. There are significant indirect financial and non-financial gains too from winning, such as a salary increase and fame. Since, as was shown in chapter 3, to an individual cyclist salaries are much more important than prize money, this incentive could be higher than the pure prize money."
584,halshs-01279855.training.tei.xml,29,"When economists attempt to explain a successful attendance and/or TV audience for a sports event, they are used to refer to competitive balance. Applying this concept to professional road cycling is not evident but in chapter 12 this issue is discussed in detail. An introduction to competitive balance in the Tour de France and a new tentative metrics is presented here."
585,halshs-01279855.training.tei.xml,30,"Outcome uncertainty is at the heart of sports economics (Rottenberg, 1956;Neale, 1964). When a big gap between the aggregated players"" talent oftwo teams is witnessed, there is a quite low probability to win for one team while the other is nearly certain of winning. In such a case, outcome uncertainty is negligible and the game exhibits a competitive imbalance or a weak competitive balance. If, by chance and as it happens sometimes, the underdog defeats the favourite team, the outcome will be assessed as a ""surprise"". However, the notion of a surprising sporting outcome is still in the cradle (M. & W."
586,halshs-01279855.training.tei.xml,31,"Andreff, 2014). A similar approach is used to assess the outcome uncertainty of a sport contest or a sports league. Sports economists often assume and then attempt demonstrating that a balanced sport contest or game does attract big audiences while a low attendance signals a weak competitive balance."
587,halshs-01279855.training.tei.xml,32,"This view has been mitigated in recent years. A distinction betweentwo types of sport show consumers has been successfully tested. On the one hand, fans and season ticket holders basically expect the greatest possible number of wins from their favourite team and thus care less about competitive balance. On the other hand, TV viewers and casual spectators often care less about the winning team and are attracted by more balanced games. For example, for NBA basketball it has been shown that fans wish at least two-thirdsof wins for their favourite team (Rascher & Solmes, 2007)."
588,halshs-01279855.training.tei.xml,33,"This differentiation in the product market for sport shows has recently been integrated in a disequilibrium model of a team sports league (Andreff, 2014a)."
589,halshs-01279855.training.tei.xml,34,"Taking the audience interest as a benchmark, the Tour de France would definitely be considered to be a well-balanced competition given its10 to 15 million people attendance. But since this sport show is offered for free, such a conclusion might be misleading. If one wants to really test the concept of competitive balance, a next issue is to develop an accurate metrics. With team sports, the theoretically best competitive balance for a game is when both teams have a 50% probability of winning. The most used proxy for this probability consists of comparing the win percentages of the two teams and, for the league as a whole, of designing some sort of win dispersion or concentration indices (Andreff, 2012;"
590,halshs-01279855.training.tei.xml,35,"Groot, 2008), the most famous being the Noll-Scully index. These indices are static as they pertain to justone game or one season. A dynamic competitive balance index refers to several seasons in a row or, in the case of Tour de France, to several consecutive years. Usually dynamic competitive balance is measured by looking at a rank correlation coefficient across seasons."
591,halshs-01279855.training.tei.xml,36,"The only (albeit serious) problem with aforementioned indices is that just like any other cycling race, the Tour de France is not a bilateral confrontation betweentwo teams or two riders and the competitive balance indexes for team sports league thus cannot be applied as such. One cannot derive and calculate a win percentage between, for example, Team Sky and Movistar from their performances in previous cycling races since their sporting outcomes are not the result of a bilateral confrontation but of an overall series of contests with many other cycling teams. Since it is not possible to define bilateral win percentages, another metrics has to be developed. This is all the more the case because road cycling is at the same time an individual sport and a team sport. There is just one yellow jersey winner but all riders are grouped into teams and no one can win the yellow jersey without the work and effort from his teammates. Moreover, given the multiple trophies that are at stake, two or more teams often divide labour and co-operate (sometimes collude) in view of winning a specific trophy."
592,halshs-01279855.training.tei.xml,37,"Such division of labour usually alleviates competition, influences the competitive balance, and if it happens too frequently, may offset the organizer""s incentives to solicit more effort from the riders."
593,halshs-01279855.training.tei.xml,38,"Although this leads to the impression that the Tour is very imbalanced, the conclusion relies on the performance of only one rider, making it even less robust than above. Nevertheless, it means that one feature often associated with outcome uncertainty, namely an unforeseeable sporting result (Neale, 1964) is missing or really weak in Tour de France."
594,halshs-01279855.training.tei.xml,39,"A common limitation to all previous indexes is that they assess competitive balance only on the basis ofone or two riders or, at maximum, of a small number of riders in contention for the yellow jersey as (2008, 2012 and 2013) out of seven years. Now, if m 1 , m 2 , …, m n stand for all teams"" actual average times (with n the number of teams), then we can determine the actual average team time for the whole peloton (as follows:"
595,halshs-01279855.training.tei.xml,40,"We define  as the standard deviation of the distribution of all actual teams"" average times around the mean . The standard deviation is a potential index of competitive balance. For example, one can compare   for Tour de France 1 to    for Tour 2 and conclude from     that Tour 1 is more balanced than Tour 2 since the teams"" strengths are more closely matched in the former than in the latter."
596,halshs-01279855.training.tei.xml,41,"Remind that the famous Noll-Scully index compares the actual standard deviation of win percentages to a theoretical optimal one, the best possible competitive balance when all teams have à50%"
597,halshs-01279855.training.tei.xml,42,"probability to win. What would be the best Tour de France competitive balance? It is obvious that when  =0 all teams have shown exactly the same strength. However such perfect competitive balance is as much theoretical as the Noll-Scully benchmark of all teams having an equal 50% probability to win. Its practical interest is limited in the real world. Another index is required to qualify how much one specific Tour de France is balanced or imbalanced. Here two options exist. One is to refer to the coefficient of variation  = . A statistical distribution is considered as extremely scattered (i.e. the Tour is extremely imbalanced) when ≥1, and the closer to zero the less it is scattered. As a benchmark  may be accepted for concluding that a Tour is balanced. A second option is to compare the observed distribution of team""s actual average times with a Gaussian (or normal) distribution. In the latter, 68.3% of the population is contained between and . If for a given Tour de France the number of teams comprised within this interval is smaller than 68.3%, not only the Tour is imbalanced but it must be assessed as abnormally imbalanced since teams"" strengths are less concentrated in the central part of the distribution than in a Gaussian population. Such an imbalanced situation could result from having too many weak teams participating in the Tour de"
598,halshs-01279855.training.tei.xml,43,"France. Conversely, if the number of teams in the above interval is bigger than68.3%, then the Tour is less imbalanced than it would have been under the conditions of a Gaussian distribution. The 2010 Tour de France with a 68.2% of teams within the (; ) interval has a nearly"
599,halshs-01279855.training.tei.xml,44,"Gaussian distribution of teams"" strengths and can be taken as a benchmark. Several Tours (2007,2011,2012 "
600,halshs-01279855.training.tei.xml,45,"This leads to a major conclusion. Whenmultiple years are considered, the Tour de France generally shows a dynamic competitive balance, with uncertainty and unpredictability. However, when just one Tour is considered, the Tour de France rather exhibits a static imbalance. This implies that in the course of the race it is rather predictable what teams will perform the best, but from one Tour to the other the outcome is much more unpredictable due to team changes, team recruitment, the selection of riders for the next Tour, and the resulting team performance. One could therefore conclude that although each Tour is a new story, for each story the scenario is rather well known to the spectators."
601,halshs-01279855.training.tei.xml,46,"Nevertheless, the Tour still attractstens of millions of people along the roads and in front of television sets. This confirms earlier observations in sports economics research that questioned the importance of competitive balance as the main determinant of viewership interest for a sports event."
602,halshs-01279855.training.tei.xml,47,"3. Doping did not hinder Tour de France success, but could it be fought better?"
603,halshs-01279855.training.tei.xml,48,"The Tour de France success story has not been disturbed too much so far by its long-lasting association with doping, not even by the doping troubles of the pastdecade. Does this mean that doping has no impact on the Tour outcome? Or that fans and spectators are unaware of doping? Or that the anti-doping combat has become so effective that doping use is actually on its way down within the peloton? Doping in cycling is discussed in detail in chapter 13. An introduction to doping in the Tour de France and an innovative procedure to better deal with the use of doping is presented below."
604,halshs-01279855.training.tei.xml,49,"It is very difficult to empirically test the impact of doping on the outcome of a sports contest since there is no available database about who is doped or not in a team, in a sport, or in the Tour de France."
605,halshs-01279855.training.tei.xml,50,"As a consequence, the above used competitive balance indexes as well as the analyses of sporting success determinants (Torgler, 2007) or team efficiency ( Rogge et al., 2013) in the Tour de France, are for certain distorted to an unknown extent. In fact, they do not include an explanatory or dummy variable supposed to capture the doping effect on rider and team performances. For example, the estimated probability to be ranked among the first25 riders for the yellow jersey trophy calculated by"
606,halshs-01279855.training.tei.xml,51,"Torgler (2007) Despite the overwhelming evidence on doping, the Tour de France audience has not dropped over the years. A recent inquiry in Flanders (Van Reeth & Lagae, 2014) however, did show that most spectators do prefer ""clean"" performances in the Tour over doping-prone exceptional results. The study shows they are well aware of doping that plagues the Tour de France. But although they think that it is a problem that will never disappear completely from cycling and thus will continue to affect its credibility, cycling fans do not refrain from attending or watching it on TV, as another study ) has demonstrated. A new doping case during the Tour de France appears to have no significant immediate impact on average TV audiences of the Tour de France and triggers a small7.6% decrease in peak TV audiences. However, the impact of doping seems to have a stronger impact in the year following the unveiling of a major doping case, like the Festina case in 1998 or the Contador case in 2012. A significant 17.5% decline in average TV audience and a 7.7% fall in peak TV audience is recorded for the following Tour de France. This impact seems to temporary though since the effect only lasts for one year. Although apparently it has not strongly affected Tour attendance and TV audiences so far, doping may still be damaging the Tour success story in the long run. This requires new ideas on how to combat doping in cycling more efficiently."
607,halshs-01279855.training.tei.xml,52,"Anti-doping policy is still very much inspired by a traditional view on doping. In this vision, doping is considered to be fraudulent behaviour and therefore must be analysed based on the theory of the ""economics of crime"" (Becker, 1968), as it has been applied to sports (Bourg, 2000;Maennig, 2002)."
608,halshs-01279855.training.tei.xml,53,"Detection and sanctioning is then validated by an argument that runs as follows: a/ since it is forbidden by law, doping is fraudulent, and must be controlled; b/ since doping is profitable for an athlete in terms of wins and revenues, even it is forbidden athletes are prone to use it; c/ in order to stop doping, its costs to the athlete must be raised through stronger sanctions (fine, suspension, …) up to a level where it is no longer profitable to dope. In the end, an athlete makes the decision to dope if the expected net gain is positive, i.e. if the extra benefits (revenue, fame, …) that can be expected from the use of doping exceed the costs of using doping (actual costs and expected costs of sanctions if caught)."
609,halshs-01279855.training.tei.xml,54,"A new analytical approach to doping in sports economics relies on game theory. The starting point is to basically assume that riders dope themselves because it corresponds to their deeply rooted economic and financial interests, and not because they are bad by nature, professional cheaters or criminals.Two papers written in the wake of the Festina scandal (Eber & Thépot, 1999 andBerentsen, 2002) analyse doping as a result of a prisoner""s dilemma, one of the most famous problems in game theory. In a nutshell, the doping game is a prisoner""s dilemma adapted here to cycling where: a/ there is a (financial and health) cost borne by riders when they use doping; b/ the use of doping substances and techniques enables a rider to enhance his performances; c/ if, in an assumed two-rider race, both riders dope the final ranking remains unchanged compared to a situation without doping; and d/ if one of the two riders is caught, he will never denounce the other rider for being doped as well. Cycling the latter behaviour is known as omerta or the ""law of silence"": it is forbidden to openly talk about doping. In such a prisoner""s dilemma, it can be shown that doping is a dominant strategy which means that it is always much more profitable for both riders to dope. The game theoretic literature about doping has also proposed several new anti-doping policy recommendations, all focused on providing riders reduced incentives to use doping. Eber and Thépot (1999) advocate lower spreads between the prizes (which is in conflict with tournament theory), fewer races, improved testing and better prevention."
610,halshs-01279855.training.tei.xml,55,Berentsen (2002) suggests a new rank-based sanctioning mechanism.
611,halshs-01279855.training.tei.xml,56,"However, as long as the wrong incentives are given to riders also these solutions will be of little help in the fight against doping. We therefore suggest a revolutionary anti-doping regulation in cycling where the riders themselves lose interest in the use of doping, or even have an interest not to dope even when other competitors do. This can be realized by the use of appropriate incentives. The suggested scheme below is to some extent in line with Breivik""s (1992) views, and elaborates on the ""drug diary system"" put forward in Bird and Wagner (1997), and on Andreff (2012). The device would work as follows:"
612,halshs-01279855.training.tei.xml,57," At the start of the cycling season, all riders (in accordance with their doctors) must register compulsory the list of all doping substances and techniques they plan or, when necessary, want to use over the whole season. Such a doping diary is secret to the other riders. It could, for example, be deposited in the hands of each rider""s lawyer or with the UCI. Riders fully commit themselves to stick to the self-declared list of doping products.  If,during the season, a rider is tested positive for having taken products listed in his diary, no sanction applies.  However, if a rider is tested positive for having taken products not on this list, the sanction is extremely severe, for example a lifetime ban from professional cycling. A severe sanction is needed because not only did the rider use doping, he also cheated and blurred the transparency required for this scheme to be efficient. Because the rider does not want to comply with the rules of the game, he is excluded from professional cycling forever.  If a rider is performing extremely well, other riders who are suspicious (anyone of them, under the precondition that they are at leasttwo) are allowed to ask the rider (or his lawyer or the UCI) to unveil his doping diary in order to check whether the rider complies with it.  If it appears from (4) that the suspected rider does not comply with his doping diary, just like under (3) he is banned for life from professional cycling.  If it appears from (4) that the suspected rider does comply with his doping diary, the two or more claiming riders have to admit that the suspected rider either is definitely stronger than they are during this season or that his doping diary is more efficient or better programmed than their own."
613,halshs-01279855.training.tei.xml,58," As a result of this scheme, in particular at the beginning of such a regulation when there may be many claims against successful riders, other riders would have an incentive to copy the unveiled doping diary of the winners. This would triggerthree beneficial incentives. First, step by step a doping norm (diary) will prevail in the whole peloton, a typical story of social norm formation. All riders will start to use the same most efficient or best conceived doping programme. Second, because of this social norm formation, riders will soon realize that the differential and artificial competitive advantage of hidden doping is limited and short-lived. Third, the omerta system will vanish because the best doping programme will be publicly known to and consequently openly used by all riders once the most performing doping diaries of suspected winners are unveiled.  Once riders are convinced that doping becomes useless as soon as doping substances and techniques are no longer differential between riders, it will not be very difficult to convince them that a same optimal doping recipe does not imply ""the more the better""."
614,halshs-01279855.training.tei.xml,59,"Step by step, the optimal doping programme could be downgraded and freed from its most health threatening substances. In the long run, with the riders"" consent only the safest stimulating products, necessary in a hard and demanding sport such as cycling, would be maintained in the programme."
615,halshs-01279855.training.tei.xml,60,"Moreover, such anti-doping regulation features an incentive scheme where each rider is not interested in more and more doping for himself, but instead is interested in benefiting from a competitor""s decision to over-dope beyond his declared programme. To illustrate this point, imagine afour-rider racing circuit that operates under the above regulation. It will produce the following incentive scheme: He can expect a share increase though when competitors over-dope beyond their diary. The outcome is that each rider""s interest is to let the others over-dope and yield a higher share in wins from their exclusion. The incentive scheme is efficient and works in the right direction. Each rider becomes unwilling to over-dope or cheat whatever the others do and benefits in terms of wins from the wrong over-doping strategy possibly adopted by competitors. Doping thus shows a self-defeating strategy and will ultimately be rejected by most riders."
616,halshs-01279855.training.tei.xml,61,"Should one be optimistic about the above-suggested anti-doping regulation? For certain, it must not be considered to be a miracle solution. But the proposal at least focuses on a crucial point that could possibly be elaborated a bit further in forthcoming studies: the incentive scheme must convince riders that as soon as doping diaries are not differential between riders, doping is no longer a strategy that enables them to win more than their natural ability warrants. It may happen that there will be significant transition costs between the current anti-doping system and the one proposed here. In the first periods of the new regulation enforcement, some riders may feel or assume that the best performing doping programme is the most overloaded one. These riders might use substances dangerous to their health or life. If this assumption reveals to be true, they will soon be copied by other riders and lose their temporary comparative advantage. If on the contrary the assumption were to be wrong, or after a temporary increase in the number of sicknesses and deaths in the peloton (a sort of transition crisis between thetwo anti-doping systems, the hard price to pay for adopting the second one), all riders would be convinced that the best or optimal doping programme is in no way the most comprehensive or dangerous one in terms. It might be difficult though to convince stakeholders in cycling to enforce such a new regulation. Although riders would probably soon understand the mechanics of the embedded incentive scheme, they might be more concerned about the short-term effects of such a scheme on their health, i.e. when dangerous substances are put on the doping diary list (and subsequently used) by a large number of riders. But significant obstacles might also come from cycling governing bodies such as the UCI, Tour de France organisers ASO, and so on. They might especially fear the transparency about doping practices in the peloton that would result under such a regulation and its impact on the image (and thus the economic value) of cycling. Why not try to convince them as well that the good incentives that the proposed scheme creates are always preferable to the current bad incentives?"
617,halshs-01279855.training.tei.xml,62,"The Tour de France is one of the most popular and attractive sport events in the world. It attracts millions of people along the roads and reaches a global TV audience. This results from its nice design and appropriate management, the fact it is a product that is supplied for free, an acceptable fitness with the prerequisites of tournament theory, and a modern model of finance linking its sporting success with TV rights revenues. However, the Tour success story is not decisively associated with an excellent competitive balance. A new metrics of the latter, adapted to the team sport dimension of cycling, exhibits that each Tour de France is basically imbalanced while its dynamic competitive balance over the years is much better. Already for a long time but especially since1998 does the Tour de France has to deal with doping scandals and rider disqualifications, although so far this did not harm spectator and TV viewership interest for the Tour. However, the long term credibility of the Tour is still at stake. From this point of view, an innovative, more efficient and perhaps controversial antidoping regulation including incentives not to dope is developed here."
618,hal-01223150.training.tei.xml,0,"Cancer is a large group of diseases that could affect any part of the body, characterized by abnormal cell proliferation, and an increasing migration rate that could derive in invasion and organ spreading, becoming the leading cause of death all over the world. Thus, cancer is a critical societal and scientific problem. Great amounts of human and material resources are yearly spent in developed countries in attempts to understand its root causes and to develop successful prevention and treatment strategies."
619,hal-01223150.training.tei.xml,1,"Most of human cancers have acquiredsix basic capabilities : self-sufficiency in growth signals, insensitivity to growth-inhibitory signals, programmed cell death evasion, limitless replication potential, sustained angiogenesis, and tissue invasion, which could cause metastasis. In other words, the defense mechanism preventing each of these acquired capabilities must be thwarted before cells become a malignant and invasive tumor . Hence, it is necessary address new strategies for cancer understanding and treatment. For doing so, establishing correlation between observable phenomena, as well as, observing if a particular intervention produces a significant response could be very useful to state hypotheses postulating which physical processes are involved and how they interact. For example, tumor cell proliferation (observable phenomenon) can be correlated to oxygen concentration (another observable phenomenon). Experimentally speaking, if we would modify the oxygen availability to observe whether cell proliferation is significantly modified, then we could estimate the oxygen threshold over which cancer cells begin to proliferate. Biological experiments needed to test such hypotheses can be time-consuming, expensive and/or impossible with current technology. In these cases, mathematical modelling plays a key role, providing an independent check of the consistency of the hypothesis and can also improve experimental design by identifying which measurements are needed to test a particular theory, and additionally, whether new hypotheses can be established from experimental results (see the review paper by Byrne ). In this regard, mathematical modelling is a theoretical description of biological phenomena that may be calibrated by experimental data comparison. Moreover, by changing the parameter values of descriptive equations, the significance and functions of variables representing specific biological features can be easily tested. Then, practically all tumor growth features can be mathematically modelled, reducing the biological modelling complexity and offering a powerful tool to better understand tumor biology, facilitating drug development and also pre-clinical and clinical patient management."
620,hal-01223150.training.tei.xml,2,"In this work we describe the basic principles of mathematical modelling, as well as, suggest some experimental design in order to obtain relevant biological or clinical data necessary to estimate relevant parameters of mathematical modelling. We also define hybrid approach as the feedback capacity between mathematical modelling and biological experimental design which is required, as it has been shown in literature, for better understanding cancer, fitting parameters of a given model with a specific biological scenario, and for obtaining models with predictive capability. This work is not intended to deepen in the previous aspects, but it can serve as a first bridge of communication between applied mathematicians, biologist and physicians or even to be a tool to emphasize research in this field."
621,hal-01223150.training.tei.xml,3,"From a point of view of materials science, a cancerous tumor is a very complex, multiscaled material. The underlying genetic defects (nano-scale) affect cellular-level (micro-scale) properties, that in turn affect material properties at the tumor level (millimeter-scale). The larger scales may even feedback to the smaller scales. For example, a change in cellular stress may affect the type and occurrence of genetic mutations. Cancer can be studied at any of thethree scales as suggested by Zheng et al. and the references therein."
622,hal-01223150.training.tei.xml,4,"In this work we focus at the millimeter scale, i.e., tumor tissue level. Schematically,three successive stages can be identified in the growth of a solid tumor due to deregulation of cell division: initial avascular growth, angiogenesis and finally vascular growth, which in turn may induce metastatic spread. For a summary of models and main mathematical references discussed in this section, the reader is addressed to Table 1."
623,hal-01223150.training.tei.xml,5,"During the avascular growth phase, oxygen and other nutrients are delivered to the tumor cells, and the waste products are removed from the tumor via diffusion from nearby blood vessels; under this condition the tumor cells proliferate rapidly consuming more oxygen than the host cells. However, considering that healthy tissue has approximately 7 % oxygen (53 mmHg) tension and the diffusion distance of oxygen in tissue is ∼ 100 μm , tumor growth is limited in size  and maintained during a short period of time. Under these conditions, the neoplastic compartment rapidly exceeds the diffusion distance of oxygen and becomes hypoxic. Thus, oxygen tension in a tumor can range from physiological (7 %) to severe hypoxic (< 1 % oxygen) or even anoxic . Moreover, the immediate molecular response to low oxygen is the hypoxia-induced factor (HIF) protein stabilization , which in turn triggers the expression of target genes involved in hypoxia adaptation such as vascular endothelial growth factor (VEGF). In addition, under severe hypoxia, it is found surrounding areas of necrosis, which is a common characteristic of solid tumors. Nevertheless, quiescent cells generation in the periphery of culture dish was observed in vitro during a nutrient-deficient medium and hypoxia exposure in tumor cells . Therefore schematically, in the hypoxic phase, a tumor grows within the limits of its local environment forming three characteristic layers: 1) cells towards the center, deprived of vital nutrients, will die and give rise to a necrotic core; 2) proliferating cells can be found in the outer cell layers; and 3) a layer of quiescent (or hypoxic) cells, which survive without dividing with slow metabolism, is found between the two others layers. In summary, tumor growth is severely restricted and in order to continue its developing needs to find additional nutrient sources."
624,hal-01223150.training.tei.xml,6,"As a result of hypoxic pressure some tumor cells secrete a number of diffusive chemical substances-called tumor angiogenic factors (TAF), such as VEGF, into the surrounding tissue, which encourage the body to vascularize the tumor and therefore provide new nutrients. Indeed, transition from the avascular to the vascular state, depends on the tumor ability to induce new blood vessels formation from the surrounding tissue. These blood vessels sprout towards the tumor and then gradually surround and penetrate it, providing an adequate micro-circulation and blood supply. Tumor-induced angiogenesis, the process by which new blood vessels develop from an existing vasculature, through sprouting, proliferation and fusion of endothelial cells, therefore is a critical step in solid tumor growth. Under hypoxia, cancer stem cells (CSC), that reside inside the tumor, could differentiate toward endothelial progenitor cells and mature endothelium, which in turn generates new blood vessels inside the tumor . This last process is called neovasculogenesis, and in the past was thought to happen only intrauterine, but nowadays it is known that this event happens also in adulthood. In cancer field, presence of CSC has been associated with tumor recurrence, resistance to chemotherapy, tumor metastasis, and in general with poor clinical prognosis . Tumor-induced angiogenesis is believed to start when a small avascular tumor exceeds a critical diameter (∼ 2 mm), above which normal tissue vasculature is no longer able to support its growth. By the time a tumor has grown to a size whereby it can be detected by clinical means, there is a strong likelihood that it has already reached the vascular growth phase (see [10] and the references therein)."
625,hal-01223150.training.tei.xml,7,"Tumor-induced angiogenesis is characterized by a chaotic tumor vessels development associated with both angiogenesis and vasculogenesis. Thus, endothelial cells proliferate and capillaries are rapidly formed allowing tumor growth, but in cancer framework theses processes are deregulated. Indeed, vessel diameter isfive times bigger than in normal tissue , rarely differentiated into arterioles or venules, with frequently blind endings, and incomplete and abnormal endothelial cell lining . All these abnormalities generate an irregular blood flow , perpetuate the intermittent low oxygen delivery, increase HIF activity and promote pro-angiogenic signals generation ."
626,hal-01223150.training.tei.xml,8,"Over the past decade much work has been performed to understand the angiogenic process. For instance, it is well-known that increased density of blood vessels (the socalled ""hot spots""), and high VEGF plasma levels are a powerful prognosis tool in many human tumor types. In fact, the capacity to modify this process has been considered as a keystone for cancer treatment, which includes some molecules that reduce the ability of TAF, and in particular of the VEGF, to provide blood supply toward the tumor and thus controlling tumor growth. Indeed, a recent meta-analysis  including 24 randomized trials with 8 different types of cancers, in which the synthetic antagonist of VEGF (Bevacizumab®) was used in combination with chemotherapy, shown a statistically significant improvement in the overall survival and progression of free cancer survival in patients who received Bevacizumab® compared with those who did not receive this drug. These beneficial effects were more evident in patients with colon cancer and renal cell carcinoma, but less evident in those who had breast, pancreatic or prostate cancer. This suggests that despite the overall benefit of Bevacizumab®, some patients and types of cancer are more resistant to antiangiogenic therapy. A possible explanation to this phenomenon is the presence of CSC, whose differentiation could occur independently of VEGF ."
627,hal-01223150.training.tei.xml,9,"Altogether these last evidences indicate that angiogenesis during tumor growth is a complex process which study demands the use of many experimental approaches, and actually experimental analysis is in general expensive and/or difficult to be carried out and moreover no experiment can fully explain this process. For these reasons, mathematical modelling might theoretically combine a broad range of biological events for giving a better vision of the overall tumor progression including angiogenesis."
628,hal-01223150.training.tei.xml,10,"Since the seminal work of Greenspan, the mathematical modelling of avascular solid tumor growth has been rapidly expanding. Most models in this area consist of nonlinear partial differential equation systems (e.g. see References [25][26][27][28]), and may be described as a macroscopic approach. In this work we will focus on tumor-induced angiogenesis and on some of the key aspects of vascular tumor growth, so we will omit a bibliographical discussion about avascular tumor growth in this manuscript, but we refer to exceptional work [3,[29][30][31] and the references therein."
629,hal-01223150.training.tei.xml,11,"Modelling tumor-induced angiogenesis has a well-established history beginning with the work of Balding and McElwain. These authors proposed a simple model of tumor angiogenesis to describe experiments in which tumor cells implanted in the rabbit cornea stimulated formation, growth and migration of new blood vessels from the corneal limbus to the tumor . Since the pioneer work of these authors , much of the mathematical modelling has focused on the way in which TAF initiate and coordinate capillary growth . The next phase in tumor development, namely vascular tumor growth, has received less attention than avascular growth and angiogenesis in mathematical modelling literature. See also [34,35] for early work on vascular tumor growth and invasion."
630,hal-01223150.training.tei.xml,12,"In order to show some examples in which mathematical modelling combined with biological experiments have contributed to a better cancer understanding, we will highlight some selected results centered on targeted therapies efficacy. In the papers [36][37][38], the authors studied multiscale models to address questions related to prediction of chemotherapy and radiotherapy efficacy. Likewise, Lignet et al. and Panovska et al.  developed models to investigate the combined effect of anti-proliferative therapy with anti-TAF or anti-vascular therapy. Additionally, Billy et al.  studied the efficacy of a new anti-angiogenesis treatment and provide some indications about the best way to optimize this cancer treatment strategy. In our very recent work , we dealt with tumor drug resistance modelling in hepatic gastrointestinal stromal tumor (GIST) metastases, which exhibit resistance to two standard treatments: imatinib and sunitinib. Based on an accurate analysis of medical images, we provided a patient-dependent model that reproduces qualitatively and quantitatively spatial tumor evolution, as shown the followup clinical data that we have carried out. Interestingly, specific aspects of tumor growth as spatial heterogeneity and treatment failures could be explained by our model. See Section Looking for a hybrid approach."
631,hal-01223150.training.tei.xml,13,"Additionally, also concerning the combination of mathematical modelling with clinical data, another recent work from our group described the basic principles of mathematical modelling, as well as, the advantages, limitations and future prospects using both oncology imaging and modelling. Combination of imaging and modelling can resolve complex problems and describe many aspects of tumor growth or response to treatment, and therefore nowadays is possible to consider its clinical use in the medium term. Accordingly, in the present work we also describe some aspects of tumor growth modelling giving more details and, at the same time, we suggest some biological experiments, as well as, the way of combining them to provide new insights in tumor progression, angiogenesis and response to treatments. To do this, in the next section we focus on deterministic models which analyze tumor growth as a macroscopic mechanical process involving the whole tumor tissue rather than analyzing individual cells, in the same way as models presented so far in this section. In addition, in the Section Looking for a hybrid approach, we give some insights about how mathematical modelling should be modified for fitting with the biological scenario of a specific cancer."
632,hal-01223150.training.tei.xml,14,"Taking into account the complexity of the processes involved in all the stages of tumor growth, it is not difficult to understand that mathematical models are to a large extent basically phenomenological and simplified compared to what is happening in a biological context. Roughly speaking, from a biological point of viewtwo main types of modelling can be distinguished: those that only consider the tumor as a whole, and those that also consider the spatial distribution of tumor components ."
