id,filename,pid,material
2932,L094047006-CC.superconductors.tei.xml,6,Bi2Sr2−xLaxCuO 6+δ
2933,L094047006-CC.superconductors.tei.xml,6,Bi 2 Sr 2 CuO 6.36
2934,L094047006-CC.superconductors.tei.xml,6,x=0.4
2935,L094047006-CC.superconductors.tei.xml,7,x=0
2936,L094047006-CC.superconductors.tei.xml,7,x=0.4
2937,L094047006-CC.superconductors.tei.xml,7,x=0
2938,L094047006-CC.superconductors.tei.xml,7,x ≥0.15
2939,L094047006-CC.superconductors.tei.xml,8,x=0.65
2940,L094047006-CC.superconductors.tei.xml,8,x=0.35
2941,L094047006-CC.superconductors.tei.xml,8,x=0.15
2942,L094047006-CC.superconductors.tei.xml,9,x=0
2943,L094047006-CC.superconductors.tei.xml,9,x ≤0.15
2944,L094047006-CC.superconductors.tei.xml,9,x ≥0.25
2945,L094047006-CC.superconductors.tei.xml,9,x=0.40
2946,L094047006-CC.superconductors.tei.xml,9,x=0.40
2947,L094047006-CC.superconductors.tei.xml,9,x ≤0.40
2948,L094047006-CC.superconductors.tei.xml,11,x opt =0.40
2949,L094047006-CC.superconductors.tei.xml,11,around x=0.05
2950,L094047006-CC.superconductors.tei.xml,11,x=0
2951,L094047006-CC.superconductors.tei.xml,13,Bi 2 Sr 1.6 La 0.4 CuO 6+δ
2952,L094047006-CC.superconductors.tei.xml,14,CeRh 1−x Ir x In 5
2953,L094047006-CC.superconductors.tei.xml,15,Bi 2 Sr 2−x La x CuO 6+δ
2954,L094047006-CC.superconductors.tei.xml,15,"(x=0, 0.15, 0.25, 0.40 and 0.65)"
2955,L094047006-CC.superconductors.tei.xml,15,x ≤0.40
2956,L094047006-CC.superconductors.tei.xml,15,x ∼0.05
2957,L094047006-CC.superconductors.tei.xml,16,Bi2Sr1.6La0.4CuO 6+δ
2958,L094047006-CC.superconductors.tei.xml,16,Bi2Sr2CuO 6+δ
2959,L094047006-CC.superconductors.tei.xml,16,x=0
2960,L094047006-CC.superconductors.tei.xml,17,Bi2Sr2−xLaxCuO 6+δ
2961,P071104513-CC.superconductors.tei.xml,0,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2962,P071104513-CC.superconductors.tei.xml,1,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2963,P071104513-CC.superconductors.tei.xml,2,La 2 CuO 4 doped with alkaline-earth or alkaline-earth and rare-earth metals
2964,P071104513-CC.superconductors.tei.xml,2,La 1.875 Ba 0.125 CuO 4
2965,P071104513-CC.superconductors.tei.xml,3,La 2-x Ba x CuO 4
2966,P071104513-CC.superconductors.tei.xml,3,La 2-x-y Nd y Sr x CuO 4
2967,P071104513-CC.superconductors.tei.xml,4,single crystals of La 1.48 Nd 0.4 Sr 0.12 CuO 4
2968,P071104513-CC.superconductors.tei.xml,5,x = 1/8
2969,P071104513-CC.superconductors.tei.xml,5,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2970,P071104513-CC.superconductors.tei.xml,6,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2971,P071104513-CC.superconductors.tei.xml,6,La 2-x Ba x CuO 4
2972,P071104513-CC.superconductors.tei.xml,6,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2973,P071104513-CC.superconductors.tei.xml,6,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2974,P071104513-CC.superconductors.tei.xml,6,La 1.64 Eu 0.2 Sr 0.16 CuO 4
2975,P071104513-CC.superconductors.tei.xml,6,La 1.65 Eu 0.2 Sr 0.15 CuO 4
2976,P071104513-CC.superconductors.tei.xml,7,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2977,P071104513-CC.superconductors.tei.xml,8,Single crystals of La 1.48 Nd 0.4 Sr 0.12 CuO 4
2978,P071104513-CC.superconductors.tei.xml,9,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2979,P071104513-CC.superconductors.tei.xml,10,single crystal La 1.6-x Nd 0.4 Sr x CuO 4
2980,P071104513-CC.superconductors.tei.xml,11,La 1.48 Nd 0.4 Sr 0.12 CuO 4 crystals
2981,P071104513-CC.superconductors.tei.xml,11,Pb
2982,P071104513-CC.superconductors.tei.xml,12,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2983,P071104513-CC.superconductors.tei.xml,12,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2984,P071104513-CC.superconductors.tei.xml,14,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2985,P071104513-CC.superconductors.tei.xml,16,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2986,P071104513-CC.superconductors.tei.xml,16,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2987,P071104513-CC.superconductors.tei.xml,16,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2988,P071104513-CC.superconductors.tei.xml,16,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2989,P071104513-CC.superconductors.tei.xml,16,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2990,P071104513-CC.superconductors.tei.xml,17,La 1.875 Ba 0.125 CuO 4
2991,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2992,P071104513-CC.superconductors.tei.xml,17,La 1.875 Ba 0.125 CuO 4
2993,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2994,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2995,P071104513-CC.superconductors.tei.xml,17,optimally doped La 1.85 Sr 0.15 CuO 4 T c
2996,P071104513-CC.superconductors.tei.xml,17,La 1.85 Sr 0.15 CuO 4
2997,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2998,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
2999,P071104513-CC.superconductors.tei.xml,17,La 1.88 Sr 0.12 CuO 4 polycrystalline
3000,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3001,P071104513-CC.superconductors.tei.xml,17,Nd
3002,P071104513-CC.superconductors.tei.xml,17,La 1.875 Ba 0.125 CuO 4
3003,P071104513-CC.superconductors.tei.xml,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3004,P071104513-CC.superconductors.tei.xml,18,La 1.48 Nd 0.4 Sr 0.12 CuO 4 crystal
3005,P071104513-CC.superconductors.tei.xml,18,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3006,P071104513-CC.superconductors.tei.xml,18,La 1.64 Eu 0.2 Sr 0.16 CuO 4
3007,P071104513-CC.superconductors.tei.xml,19,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3008,P071104513-CC.superconductors.tei.xml,19,La 1.88 Ba 0.12 CuO 4
3009,P071104513-CC.superconductors.tei.xml,19,Na x Ca 2-x CuO 2 Cl 2
3010,P071104513-CC.superconductors.tei.xml,19,Bi 2 Sr 2 CaCu 2 O 8+δ
3011,P071104513-CC.superconductors.tei.xml,21,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3012,P071104513-CC.superconductors.tei.xml,21,x = 1/8
3013,P071104513-CC.superconductors.tei.xml,22,La 1.6-x Nd 0.4 Sr x CuO 4
3014,P071104513-CC.superconductors.tei.xml,22,x = 1/8
3015,P071104513-CC.superconductors.tei.xml,22,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3016,P071104513-CC.superconductors.tei.xml,22,La 2- x Ba x CuO 4
3017,P071104513-CC.superconductors.tei.xml,22,x = 1/8
3018,P071104513-CC.superconductors.tei.xml,22,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3019,P071104513-CC.superconductors.tei.xml,22,La 2-x Ba x CuO 4
3020,P071104513-CC.superconductors.tei.xml,22,x = 1/8
3021,P071104513-CC.superconductors.tei.xml,22,La 2-x Sr x CuO 4
3022,P071104513-CC.superconductors.tei.xml,22,x = 1/8
3023,P071104513-CC.superconductors.tei.xml,22,La 1.88 Sr 0.12 CuO 4
3024,P071104513-CC.superconductors.tei.xml,22,x = 1/8
3025,P071104513-CC.superconductors.tei.xml,23,La 2-x Sr x CuO 4 and La 1.6-x Nd 0.4 Sr x CuO 4 single crystals
3026,P071104513-CC.superconductors.tei.xml,23,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3027,P071104513-CC.superconductors.tei.xml,23,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3028,P071104513-CC.superconductors.tei.xml,24,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3029,P071104513-CC.superconductors.tei.xml,26,La 1.48 Nd 0.4 Sr 0.12 CuO 4 polycrystalline
3030,P071104513-CC.superconductors.tei.xml,26,La 1.48 Nd 0.4 Sr 0.12 CuO 4 single crystal
3031,P071104513-CC.superconductors.tei.xml,27,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3032,P071104513-CC.superconductors.tei.xml,27,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3033,P071104513-CC.superconductors.tei.xml,28,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3034,P071104513-CC.superconductors.tei.xml,29,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3035,P071104513-CC.superconductors.tei.xml,30,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3036,P071104513-CC.superconductors.tei.xml,30,La 1.48 Nd 0.4 Sr 0.12 CuO 4
3037,kotegawa2009contrasting-CC.superconductors.tei.xml,1,Sr2VFeAsO3
3038,kotegawa2009contrasting-CC.superconductors.tei.xml,1,Sr2ScFePO3
3039,kotegawa2009contrasting-CC.superconductors.tei.xml,1,Sr2VFeAsO3
3040,kotegawa2009contrasting-CC.superconductors.tei.xml,1,Sr2ScFePO3
3041,kotegawa2009contrasting-CC.superconductors.tei.xml,2,Sr2VFeAsO3
3042,kotegawa2009contrasting-CC.superconductors.tei.xml,2,Sr2ScFePO3
3043,kotegawa2009contrasting-CC.superconductors.tei.xml,3,"LaFeAs(O 1−x ,F x )"
3044,kotegawa2009contrasting-CC.superconductors.tei.xml,3,NdFeAsO 1−y
3045,kotegawa2009contrasting-CC.superconductors.tei.xml,3,LaFePO
3046,kotegawa2009contrasting-CC.superconductors.tei.xml,3,NdFeAsO 1−y
3047,kotegawa2009contrasting-CC.superconductors.tei.xml,3,FeSe
3048,kotegawa2009contrasting-CC.superconductors.tei.xml,3,FeSe
3049,kotegawa2009contrasting-CC.superconductors.tei.xml,3,LaFePO
3050,kotegawa2009contrasting-CC.superconductors.tei.xml,3,NdFeAsO 1−y
3051,kotegawa2009contrasting-CC.superconductors.tei.xml,3,FeSe
3052,kotegawa2009contrasting-CC.superconductors.tei.xml,3,NdFeAsO 1−y
3053,kotegawa2009contrasting-CC.superconductors.tei.xml,5,Sr 2 ScFePO 3
3054,kotegawa2009contrasting-CC.superconductors.tei.xml,5,Sr 2 VFeAsO 3
3055,kotegawa2009contrasting-CC.superconductors.tei.xml,5,Sr 2 ScFePO 3
3056,kotegawa2009contrasting-CC.superconductors.tei.xml,5,LaFePO
3057,kotegawa2009contrasting-CC.superconductors.tei.xml,5,Sr 2 VFeAsO 3
3058,kotegawa2009contrasting-CC.superconductors.tei.xml,5,NdFeAsO
3059,kotegawa2009contrasting-CC.superconductors.tei.xml,5,FeSe
3060,kotegawa2009contrasting-CC.superconductors.tei.xml,5,FeSe
3061,kotegawa2009contrasting-CC.superconductors.tei.xml,6,Sr 2 ScFePO 3
3062,kotegawa2009contrasting-CC.superconductors.tei.xml,6,lead
3063,kotegawa2009contrasting-CC.superconductors.tei.xml,7,Sr 2 VFeAsO 3
3064,kotegawa2009contrasting-CC.superconductors.tei.xml,8,Sr 2 VFeAsO 3
3065,kotegawa2009contrasting-CC.superconductors.tei.xml,9,FeSe
3066,kotegawa2009contrasting-CC.superconductors.tei.xml,9,Sr 2 VFeAsO 3
3067,kotegawa2009contrasting-CC.superconductors.tei.xml,9,"(Ba,K)Fe 2 As 2"
3068,kotegawa2009contrasting-CC.superconductors.tei.xml,9,SrFe 2 As 2
3069,kotegawa2009contrasting-CC.superconductors.tei.xml,9,Sr 2 VFeAsO 3
3070,kotegawa2009contrasting-CC.superconductors.tei.xml,10,Sr 2 ScFePO 3
3071,kotegawa2009contrasting-CC.superconductors.tei.xml,11,Sr 2 ScFePO 3
3072,kotegawa2009contrasting-CC.superconductors.tei.xml,11,NdFeAsO 1−y
3073,kotegawa2009contrasting-CC.superconductors.tei.xml,11,NdFeAsO 1−y
3074,kotegawa2009contrasting-CC.superconductors.tei.xml,11,FeSe
3075,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y
3076,kotegawa2009contrasting-CC.superconductors.tei.xml,12,FeSe
3077,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y
3078,kotegawa2009contrasting-CC.superconductors.tei.xml,12,LiFeAs
3079,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y
3080,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y . 2
3081,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y
3082,kotegawa2009contrasting-CC.superconductors.tei.xml,12,FeSe
3083,kotegawa2009contrasting-CC.superconductors.tei.xml,12,LiFeAs
3084,kotegawa2009contrasting-CC.superconductors.tei.xml,12,LiFeAs
3085,kotegawa2009contrasting-CC.superconductors.tei.xml,12,NdFeAsO 1−y
3086,kotegawa2009contrasting-CC.superconductors.tei.xml,12,FeSe
3087,kotegawa2009contrasting-CC.superconductors.tei.xml,12,LiFeAs
3088,kotegawa2009contrasting-CC.superconductors.tei.xml,12,Sr 2 VFeAsO 3
3089,kotegawa2009contrasting-CC.superconductors.tei.xml,12,Sr 2 VFeAsO 3
3090,kotegawa2009contrasting-CC.superconductors.tei.xml,12,FeSe
3091,kotegawa2009contrasting-CC.superconductors.tei.xml,12,Sr 2 ScFePO 3
3092,kotegawa2009contrasting-CC.superconductors.tei.xml,13,LaFeAs(O 1−x F x )
3093,kotegawa2009contrasting-CC.superconductors.tei.xml,13,LaFePO
3094,kotegawa2009contrasting-CC.superconductors.tei.xml,13,NdFeAsO 1−y
3095,kotegawa2009contrasting-CC.superconductors.tei.xml,13,hole-doped K x Sr 1−x Fe 2 As 2
3096,kotegawa2009contrasting-CC.superconductors.tei.xml,14,Sr 2 VFeAsO 3
3097,kotegawa2009contrasting-CC.superconductors.tei.xml,14,Sr 2 ScFePO 3
3098,kotegawa2009contrasting-CC.superconductors.tei.xml,14,Sr 2 VFeAsO 3
3099,kotegawa2009contrasting-CC.superconductors.tei.xml,14,Sr 2 VFeAsO 3
3100,kotegawa2009contrasting-CC.superconductors.tei.xml,14,Sr 2 VFeAsO 3
3101,kotegawa2009contrasting-CC.superconductors.tei.xml,15,Sr 2 VFeAsO 3
3102,kotegawa2009contrasting-CC.superconductors.tei.xml,15,Sr 2 ScFePO 3
3103,kotegawa2009contrasting-CC.superconductors.tei.xml,15,Sr 2 VFeAsO 3
3104,kotegawa2009contrasting-CC.superconductors.tei.xml,15,Sr 2 ScFePO 3
3105,kotegawa2009contrasting-CC.superconductors.tei.xml,15,Sr 2 VFeAsO 3
3106,kotegawa2009contrasting-CC.superconductors.tei.xml,16,Sr 2 VFeAsO 3
3107,kotegawa2009contrasting-CC.superconductors.tei.xml,17,Sr 2 VFeAsO 3
3108,kotegawa2009contrasting-CC.superconductors.tei.xml,18,Sr 2 VFeAsO 3
3109,kotegawa2009contrasting-CC.superconductors.tei.xml,19,ScFePO 3
3110,kotegawa2009contrasting-CC.superconductors.tei.xml,20,"LiFeAs, FeSe"
3111,kotegawa2009contrasting-CC.superconductors.tei.xml,20,NdFeAsO 1−y
3112,kotegawa2009contrasting-CC.superconductors.tei.xml,20,NdFeAsO 1−y
3113,kotegawa2009contrasting-CC.superconductors.tei.xml,20,Sr 2 VFeAsO 3 and Sr 2 ScFePO 3
3114,kotegawa2009contrasting-CC.superconductors.tei.xml,20,LaFeAs(O 1−x Fx)
3115,kotegawa2009contrasting-CC.superconductors.tei.xml,20,LaFePO
3116,kotegawa2009contrasting-CC.superconductors.tei.xml,20,NdFeAsO 1−y
3117,kotegawa2009contrasting-CC.superconductors.tei.xml,20,KxSr 1−x Fe 2 As 2
3118,P068132504-CC.superconductors.tei.xml,0,Na x CoO 2 •yH 2 O
3119,P068132504-CC.superconductors.tei.xml,1,Na 0.35 CoO 2 •yH 2 O
3120,P068132504-CC.superconductors.tei.xml,1,Na 0.35 CoO 2 •yH 2 O
3121,P068132504-CC.superconductors.tei.xml,2,two-dimensional CoO 2 layers in the com- pound Na 0.35 CoO 2 •yH 2 O
3122,P068132504-CC.superconductors.tei.xml,2,Na 0.35 CoO 2 •yH 2 O
3123,P068132504-CC.superconductors.tei.xml,3,Na 0.35 CoO 2 •yH 2 O powder
3124,P068132504-CC.superconductors.tei.xml,4,Na x CoO 2 •yH 2 O powder
3125,P068132504-CC.superconductors.tei.xml,6,lead manometer
3126,P068132504-CC.superconductors.tei.xml,6,Na 0.35 CoO 2 •yH 2 O powder
3127,P068132504-CC.superconductors.tei.xml,6,Na 0.35 CoO 2 •yH 2 O
3128,P068132504-CC.superconductors.tei.xml,7,MgB 2
3129,P068132504-CC.superconductors.tei.xml,7,Na 0.35 CoO 2 •yH 2 O
3130,P068132504-CC.superconductors.tei.xml,7,Sm 1.88 Ce 0.12 CuO 4−y
3131,P068132504-CC.superconductors.tei.xml,8,optimally doped YBCO
3132,P068132504-CC.superconductors.tei.xml,8,Na 0.35 CoO 2 •yH 2 O
3133,P068132504-CC.superconductors.tei.xml,8,Na 0.35 CoO 2 •yH 2 O
3134,P068132504-CC.superconductors.tei.xml,8,single crystals of Na 0.35 CoO 2 •yH 2 O
3135,P068132504-CC.superconductors.tei.xml,9,Na 0.35 CoO 2 •yH 2 O
3136,P068132504-CC.superconductors.tei.xml,10,Na 0.35 CoO 2 •yH 2 O
3137,P068132504-CC.superconductors.tei.xml,11,Na 0.35 CoO 2 •yH 2 O
3138,ivanovskii2008newHigh.superconductors.tei.xml,1,fluorine-doped oxyarsenide LaO 1-x F x FeAs
3139,ivanovskii2008newHigh.superconductors.tei.xml,2,fluorine- doped iron and lanthanum oxyarsenide LaO 1Àx F x FeAs
3140,ivanovskii2008newHigh.superconductors.tei.xml,3,MgB 2
3141,ivanovskii2008newHigh.superconductors.tei.xml,3,iron
3142,ivanovskii2008newHigh.superconductors.tei.xml,3,LaO 1Àx F x FeAs
3143,ivanovskii2008newHigh.superconductors.tei.xml,4,LaO 1Àx F x FeAs
3144,ivanovskii2008newHigh.superconductors.tei.xml,5,LaO 1Àx F x FeAs
3145,ivanovskii2008newHigh.superconductors.tei.xml,5,"LnOFeAs oxyarsenides of the majority of light rare-earth metals Ln Ce, Pr, Nd, Sm, Gd, Tb, and Dy"
3146,ivanovskii2008newHigh.superconductors.tei.xml,6,fluorine-doped samarium oxyarsenide SmO 1Àx F x FeAs
3147,ivanovskii2008newHigh.superconductors.tei.xml,6,LnOFeAs
3148,ivanovskii2008newHigh.superconductors.tei.xml,6,LnO 1Àx FeAs
3149,ivanovskii2008newHigh.superconductors.tei.xml,6,NdO 1Àx FeAs
3150,ivanovskii2008newHigh.superconductors.tei.xml,6,SmO 1Àx FeAs
3151,ivanovskii2008newHigh.superconductors.tei.xml,7,"AFe 2 As 2, where A stands for the alkali- earth metals (Ca, Cr, and Ba)"
3152,ivanovskii2008newHigh.superconductors.tei.xml,8,122-phase AFe 2 As 2
3153,ivanovskii2008newHigh.superconductors.tei.xml,8,LnOFeAs crystals
3154,ivanovskii2008newHigh.superconductors.tei.xml,8,AFe 2 As 2
3155,ivanovskii2008newHigh.superconductors.tei.xml,8,AFe 2 As 2
3156,ivanovskii2008newHigh.superconductors.tei.xml,8,"alkali-earth metals (K, Na, Cs) into A nets"
3157,ivanovskii2008newHigh.superconductors.tei.xml,8,Ba 1Àx K x Fe 2 As 2
3158,ivanovskii2008newHigh.superconductors.tei.xml,8,Sr 1Àx Cs x Fe 2 As 2
3159,ivanovskii2008newHigh.superconductors.tei.xml,8,LiFeAs
3160,ivanovskii2008newHigh.superconductors.tei.xml,8,Li 0:6 FeAs
3161,ivanovskii2008newHigh.superconductors.tei.xml,8,LiFeAs
3162,ivanovskii2008newHigh.superconductors.tei.xml,10,LaOFeAs
3163,ivanovskii2008newHigh.superconductors.tei.xml,10,LaFeAsO
3164,ivanovskii2008newHigh.superconductors.tei.xml,10,LaO 1Àx F x FeAs
3165,ivanovskii2008newHigh.superconductors.tei.xml,10,LaFeAsO 1Àx F x
3166,ivanovskii2008newHigh.superconductors.tei.xml,10,LaFeAsO
3167,ivanovskii2008newHigh.superconductors.tei.xml,10,LaFeAsO 1Àx F x
3168,ivanovskii2008newHigh.superconductors.tei.xml,11,LaOFeAs or LaO 1Àx F x FeAs
3169,ivanovskii2008newHigh.superconductors.tei.xml,14,NdO 1Àx F x FeAs
3170,ivanovskii2008newHigh.superconductors.tei.xml,15,PC NdO 1Àx F x FeAs
3171,ivanovskii2008newHigh.superconductors.tei.xml,15,NdO 0:89 F 0:11 FeAs
3172,ivanovskii2008newHigh.superconductors.tei.xml,15,NdO 0:9 F 0:1 FeAs
3173,ivanovskii2008newHigh.superconductors.tei.xml,16,"La 1Àx K x O 1Àx F x FeAs (x 0:15, 0.20)"
3174,ivanovskii2008newHigh.superconductors.tei.xml,16,conven- tional fluorine-doped LaO 1Àx F x FeAs oxyarsenide
3175,ivanovskii2008newHigh.superconductors.tei.xml,16,LaO 1Àx F x FeAs
3176,ivanovskii2008newHigh.superconductors.tei.xml,17,NdO 0:85 FeAs
3177,ivanovskii2008newHigh.superconductors.tei.xml,18,NdO 0:85 FeAs
3178,ivanovskii2008newHigh.superconductors.tei.xml,18,SmO 0:7 F 0:3 FeAs
3179,ivanovskii2008newHigh.superconductors.tei.xml,19,NdO 0:82 F 0:18 FeAs
3180,ivanovskii2008newHigh.superconductors.tei.xml,19,LaO 1Àx F x FeAs
3181,ivanovskii2008newHigh.superconductors.tei.xml,21,NdO 0:82 F 0:18 FeAs single crystals
3182,ivanovskii2008newHigh.superconductors.tei.xml,21,NdO 0:82 F 0:18 FeAs
3183,ivanovskii2008newHigh.superconductors.tei.xml,22,PrO 1Àx FeAs crystal
3184,ivanovskii2008newHigh.superconductors.tei.xml,27,111-phase LnOFeAs
3185,ivanovskii2008newHigh.superconductors.tei.xml,30,LnOFeAs
3186,ivanovskii2008newHigh.superconductors.tei.xml,31,LnOFeAs
3187,ivanovskii2008newHigh.superconductors.tei.xml,31,NdOFeAs
3188,ivanovskii2008newHigh.superconductors.tei.xml,32,LaO 1Àx F x FeAs powders
3189,ivanovskii2008newHigh.superconductors.tei.xml,32,NdOFeAs
3190,ivanovskii2008newHigh.superconductors.tei.xml,32,LaOFeAs
3191,ivanovskii2008newHigh.superconductors.tei.xml,33,x 4 0:07
3192,ivanovskii2008newHigh.superconductors.tei.xml,33,(x > 0:07) SmO 1Àx F x FeAsO
3193,ivanovskii2008newHigh.superconductors.tei.xml,33,x $ 0:15
3194,ivanovskii2008newHigh.superconductors.tei.xml,33,SmO 1Àx F x FeAs )
3195,ivanovskii2008newHigh.superconductors.tei.xml,33,x 0:20
3196,ivanovskii2008newHigh.superconductors.tei.xml,36,fluorine-doped oxyarsenide LaO 1Àx F x FeAs
3197,ivanovskii2008newHigh.superconductors.tei.xml,36,x < 0:04
3198,ivanovskii2008newHigh.superconductors.tei.xml,36,"x > 0:045, LaO 1Àx F x FeAs"
3199,ivanovskii2008newHigh.superconductors.tei.xml,36,LaO 1Àx F x FeAs (x $ 0:04À0:06)
3200,ivanovskii2008newHigh.superconductors.tei.xml,37,LnOFeAs
3201,ivanovskii2008newHigh.superconductors.tei.xml,38,15% of oxygen vacancies
3202,ivanovskii2008newHigh.superconductors.tei.xml,38,LnO 0:85 FeAs phases (Ln LaÀSm)
3203,ivanovskii2008newHigh.superconductors.tei.xml,38,LnOFeAs
3204,ivanovskii2008newHigh.superconductors.tei.xml,38,LnOFeAs
3205,ivanovskii2008newHigh.superconductors.tei.xml,38,(Sr 3 La)
3206,ivanovskii2008newHigh.superconductors.tei.xml,38,La 0:85 Sr 0:15 O 1Àx FeAs
3207,ivanovskii2008newHigh.superconductors.tei.xml,38,As-vacancies
3208,ivanovskii2008newHigh.superconductors.tei.xml,38,fluorine impurities
3209,ivanovskii2008newHigh.superconductors.tei.xml,38,LaO 0:9 F 0:1 FeAs 1Àx
3210,ivanovskii2008newHigh.superconductors.tei.xml,39,"LnOFePn (Ln La, Nd, Pn As, P)"
3211,ivanovskii2008newHigh.superconductors.tei.xml,41,LnOFeP (Ln LaÀNd)
3212,ivanovskii2008newHigh.superconductors.tei.xml,41,"LnORuP (Ln LaÀNd, Sm, Gd)"
3213,ivanovskii2008newHigh.superconductors.tei.xml,41,LnOCoP (Ln La ± Nd ± Sm)
3214,ivanovskii2008newHigh.superconductors.tei.xml,41,"LnOZnAs oxyphosphides (Ln Y, La ± Nd, Sm, Gd ± Tm)"
3215,ivanovskii2008newHigh.superconductors.tei.xml,41,"LnOZnAs oxyarsenides (Ln Y, La ± Nd, Sm, Gd ± Dy)"
3216,ivanovskii2008newHigh.superconductors.tei.xml,42,NdO 1Àx F x FeAs
3217,ivanovskii2008newHigh.superconductors.tei.xml,43,polycrystalline LaO 0:89 F 0:11 FeAs
3218,ivanovskii2008newHigh.superconductors.tei.xml,45,undoped tetragonal ZrCuSiAs-type LnOMPn
3219,ivanovskii2008newHigh.superconductors.tei.xml,45,LaOFeP
3220,ivanovskii2008newHigh.superconductors.tei.xml,45,LaONiP
3221,ivanovskii2008newHigh.superconductors.tei.xml,45,LaOFeP
3222,ivanovskii2008newHigh.superconductors.tei.xml,45,LaO 0:94 F 0:06 FeP
3223,ivanovskii2008newHigh.superconductors.tei.xml,45,LaOFeP
3224,ivanovskii2008newHigh.superconductors.tei.xml,45,LaFe 4 P 12
3225,ivanovskii2008newHigh.superconductors.tei.xml,45,lanthanum
3226,ivanovskii2008newHigh.superconductors.tei.xml,45,LaOFeP
3227,ivanovskii2008newHigh.superconductors.tei.xml,47,LaOFeAs
3228,ivanovskii2008newHigh.superconductors.tei.xml,47,LaO 1Àx F x FeAs (x 0:12À0:15)
3229,ivanovskii2008newHigh.superconductors.tei.xml,47,"LnOFeAs phases (Ln Ce, Pr, Nd, Sm, Gd)"
3230,ivanovskii2008newHigh.superconductors.tei.xml,47,GdO 1Àx F x FeAs
3231,ivanovskii2008newHigh.superconductors.tei.xml,47,TbO 1Àx F x FeAs
3232,ivanovskii2008newHigh.superconductors.tei.xml,47,DyO 1Àx F x FeAs
3233,ivanovskii2008newHigh.superconductors.tei.xml,47,unstable stoichio- metric (TbDy)OFeAs
3234,ivanovskii2008newHigh.superconductors.tei.xml,48,Gd 1Àx Th x OFeAs
3235,ivanovskii2008newHigh.superconductors.tei.xml,48,Tb 1Àx Th x OFeAs
3236,ivanovskii2008newHigh.superconductors.tei.xml,48,GdO- FeAs and TbOFeAs
3237,ivanovskii2008newHigh.superconductors.tei.xml,49,"LnO 0:85 FeAs phases (Ln La, Ce, Pr, Nd, Sm)"
3238,ivanovskii2008newHigh.superconductors.tei.xml,49,LnOFeAs oxyarsenides
3239,ivanovskii2008newHigh.superconductors.tei.xml,49,LnOFeAs
3240,ivanovskii2008newHigh.superconductors.tei.xml,50,LaOFeAs
3241,ivanovskii2008newHigh.superconductors.tei.xml,50,La 0:85 Sr 0:15 O 0:87 FeAs
3242,ivanovskii2008newHigh.superconductors.tei.xml,50,LaO 1Àx F x FeAs samples with x 0:05 ± 0.12
3243,ivanovskii2008newHigh.superconductors.tei.xml,50,"LaO 0:9 F 0:1 FeAs 1Àx , x 0:05À0:1"
