id,filename,par_id,material
977,P072174508-CC,19,TlBa 2 CaCu 2 O 7
978,P072174508-CC,19,x = 0.1
979,P072174508-CC,19,x = 0.4
980,PCS2739-CC,1,Cd 2 Re 2 O 7
981,PCS2739-CC,5,Cd 2 Re 2 O 7
982,PCS2739-CC,6,Single crystals of Cd 2 Re 2 O 7
983,P072180504-CC,3,Ag 5 Pb 2 O 6
984,P072180504-CC,6,Ag 5 Pb 2 O 6
985,P072180504-CC,7,Ag5Pb2O6
986,P072180504-CC,12,tungsten
987,P068100502-CC,3,OD Tl 2 Ba 2 CuO 6+δ (Tl2201)
988,P069014507-CC,8,F e(Co or T i)-doped R-123 phase Y Sr 2 F e x Cu 1−x O 6+δ with x = 0.3
989,P069014507-CC,8,Y Sr 2 Cu 2.7 F e 0.3 O 7+δ
990,P069014507-CC,8,F eSr 2 Y Cu 2 O 7+δ
991,P069014507-CC,9,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
992,P069014507-CC,17,HP-sample
993,P069014507-CC,17,HP-sample
994,P069014507-CC,17,Y Ba 2 Cu 3 O 7−δ
995,P069014507-CC,20,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ
996,P069014507-CC,22,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ
997,P069014507-CC,25,F eSr 2 Y Cu 2 O 7+δ
998,P069014507-CC,27,Y Sr 2 Cu 3 O 7−δ
999,P069014507-CC,27,Y Ba 2 Cu 3 O 7−δ
1000,PHB1480442,1,YBa2Cu307
1001,PHB1480442,2,"La2_x(Ba , Sr, Ca)xCuO4_y"
1002,PHB1480442,2,(RE)Ba2Cu30 7
1003,PHB1480442,10,YBa2Cu3OT
1004,PHB1480442,10,YBa2Cu3OT
1005,PHB1480442,12,YBa2C%O 7
1006,PHB1480442,16,YBa2Cu307
1007,PHB1480442,16,YBa2Cu307
1008,P071184510-CC,12,Zn-free
1009,P071184510-CC,12,y = 0.06
1010,P071184510-CC,12,y = 0.06 and x = 0.20
1011,P071184510-CC,20,Bi-2212
1012,P071184510-CC,20,optimally doped Bi-2212
1013,P071184510-CC,29,pure Y123
1014,P072094504-CC,2,MgB 2
1015,P072094504-CC,4,lead
1016,P072104504-CC,1,RbOs2O6
1017,P072104504-CC,16,RbOs 2 O 6
1018,P072104504-CC,16,RbOs 2 O 6
1019,P071104513-CC,0,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1020,P071104513-CC,0,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1021,P071104513-CC,0,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1022,P071104513-CC,0,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1023,P071104513-CC,7,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1024,P071104513-CC,9,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1025,P071104513-CC,17,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1026,P071104513-CC,17,La 1.88 Sr 0.12 CuO 4 polycrystalline
1027,P071104513-CC,18,La 1.64 Eu 0.2 Sr 0.16 CuO 4
1028,P071104513-CC,18,La 1.64 Eu 0.2 Sr 0.16 CuO 4
1029,P071104513-CC,18,La 1.64 Eu 0.2 Sr 0.16 CuO 4
1030,P071104513-CC,18,La 1.64 Eu 0.2 Sr 0.16 CuO 4
1031,P071104513-CC,19,La 1.48 Nd 0.4 Sr 0.12 CuO 4
1032,P071104513-CC,22,La 1.6-x Nd 0.4 Sr x CuO 4
1033,P071104513-CC,22,x = 1/8
1034,P068132504-CC,2,two-dimensional CoO 2 layers in the com- pound Na 0.35 CoO 2 •yH 2 O
1035,P068132504-CC,4,Na x CoO 2 •yH 2 O powder
1036,P068132504-CC,6,Na 0.35 CoO 2 •yH 2 O powder
1037,P068132504-CC,7,Na 0.35 CoO 2 •yH 2 O
1038,P069184513-CC,1,y = 0.993
1039,P069184513-CC,1,y = 0.77
1040,P069184513-CC,1,y = 0.52
1041,P069184513-CC,26,y=0.93
1042,P069184513-CC,36,YBa 2 Cu 3 O 6.60
1043,P069184513-CC,36,optimally doped sample of YBa 2 Cu 3 O 6.95
1044,P070052502-CC,1,Na x CoO 2 ⋅yH 2 O
1045,P070052502-CC,4,Na x CoO 2 ⋅yH 2 O
1046,P070052502-CC,5,Na x CoO 2 ⋅yH 2 O
1047,P070052502-CC,6,Na x CoO 2 ⋅yH 2 O
1048,P071100502-CC,4,PLCCO crystals
1049,P071100502-CC,4,PLCCO crystals
1050,P071100502-CC,4,PLCCO crystals
1051,P071100502-CC,4,PLCCO crystals
1052,P071100502-CC,9,Pr 1-x LaCe x CuO 4-δ
1053,P071100502-CC,10,PLCCO
1054,P071100502-CC,10,PLCCO
1055,P071100502-CC,10,PLCCO
1056,P071100502-CC,10,PLCCO
1057,P071100502-CC,10,PLCCO
1058,P071100502-CC,10,PLCCO
1059,P071100502-CC,10,PLCCO
1060,P071100502-CC,10,PLCCO
1061,P071100502-CC,10,PLCCO
1062,P071100502-CC,10,PLCCO
1063,P071100502-CC,10,PLCCO
1064,P071100502-CC,13,PLCCO
1065,P071100502-CC,15,PLCCO
1066,P071100502-CC,15,PLCCO
1067,P071100502-CC,16,PLCCO
1068,P071100502-CC,16,PLCCO
1069,P071100502-CC,16,PLCCO
1070,P071100502-CC,16,PLCCO
1071,P072064520-CC,1,La2C3
1072,P072064520-CC,2,binary Y 2 C 3
1073,P072064520-CC,4,Y 2 C 3
1074,P072064520-CC,4,La 2 C 3
1075,P072064520-CC,6,La2C3
1076,P072064520-CC,6,La2C3
1077,P072064520-CC,6,La 2 C 3
1078,P072064520-CC,7,La 2 C 3
1079,P072064520-CC,7,La 2 C 3
1080,P072064520-CC,7,cI16 phase of Li
1081,P072064520-CC,7,La 2 C 3
1082,P072064520-CC,7,La 2 C 3
1083,P072064520-CC,14,cI16 phase of Li
1084,P070054519-CC,1,LiTi 2 O 4
1085,P070054519-CC,3,LiTi 2 O 4
1086,P070054519-CC,3,polycrystalline BaPb 1-x Bi x O 3
1087,P070054519-CC,3,LiTi 2 O 4
1088,P070054519-CC,4,LiTi 2 O 4
1089,P070054519-CC,7,LiTi 2 O 4
1090,P070054519-CC,14,Cd 2 Re 2 O 7
1091,P070054519-CC,14,Na 0.35 CoO 2 ．1.3H 2 O
1092,P070054519-CC,14,KOs 2 O 6
1093,P071134526-CC,3,"Sr 0.9 M 0.1 CuO 2 (M = La, Gd)"
1094,P071134526-CC,5,Sr0.9La0.1CuO2
1095,P071134526-CC,6,polycrys- talline Sr 0.9 Gd 0.1 CuO 2
1096,P071134526-CC,8,Sr 0.9 Gd 0.1 CuO 2
1097,P071134526-CC,8,Sr 0.9 La 0.1 CuO 2
1098,P071134526-CC,8,Sr 0.9 Gd 0.1 CuO 2
1099,P071134526-CC,8,Sr 0.9 La 0.1 CuO 2
1100,P071134526-CC,11,polycrys- talline Sr 0.9 Gd 0.1 CuO 2
1101,P068064507-CC,1,middle R ions (Sm and Eu)
1102,P068064507-CC,2,Ru-1222
1103,P068064507-CC,2,M-1222 (M= Nb and Ta)
1104,P068064507-CC,3,middle R=Sm and Eu
1105,P068064507-CC,8,Mo-1222Eu
1106,P068064507-CC,8,R=Sm
1107,P068064507-CC,11,Mo-1222 (Mo 5+ )
1108,PHC1580178,7,Nd 1:85 Ce 0:15 CuO 4
1109,PHC1580178,7,Nd 2 CuO 4
1110,PHC1580178,7,Nd 2 CuO 4
1111,PHC1580178,7,Nd 2 CuO 4
1112,PHC1580178,7,Nd 2 CuO 4
1113,P072214523-CC,8,ZrZn 2
1114,P072214523-CC,12,ZrZn2
1115,P072214523-CC,22,Al films of thickness 250Å
1116,P068132507-CC,1,Na0.35CoO2•1.3H2O
1117,P068132507-CC,2,Na 0.35 CoO 2 •1.3H 2 O
1118,P068132507-CC,5,Na 0.35 CoO 2 •1.3H 2 O
1119,P068132507-CC,13,Na 0.5 CoO 2
1120,P068132507-CC,14,Na 0.35 CoO 2 •1.3H 2 O
1121,P072224509-CC,1,ZrB12
1122,P072224509-CC,4,in- dium
1123,P072224509-CC,8,ZrB 12
1124,P069174506-CC,1,La2CuO4.11
1125,P069174506-CC,3,Oxygen-doped La 2 CuO 4+y
1126,P069174506-CC,8,single crystal of La 2 CuO 4.11
1127,P069174506-CC,9,stage-4 phase
1128,P069174506-CC,9,stage-4 phase
1129,P069174506-CC,9,stage-4 phase
1130,P069174506-CC,9,stage-4 phase
1131,P069174506-CC,9,stage-6 phase
1132,P069174506-CC,12,La 2 CuO 4.11 single crystal
1133,P069174506-CC,19,La 2 CuO 4.11
1134,P072014504-CC,9,Pb-free series with x = 0.33
1135,P072014504-CC,9,additional Pb doping with x = 0.36
1136,P072014504-CC,9,Samples without La
1137,P072014504-CC,9,Pb-free
1138,P072014504-CC,9,Pb-doped
1139,P072014504-CC,16,Pb-free
1140,P072014504-CC,16,Pb- doped
1141,P070214505-CC,4,x=0.22
1142,P070214505-CC,4,x=0.15
1143,P070214505-CC,4,x=0.063
1144,P070214505-CC,4,x=0.063
1145,P070214505-CC,4,p = 0.069
1146,P070214505-CC,4,x = p = 0.063
1147,P070214505-CC,4,La 2−x Sr x CuO 4 (p = 0.069)
1148,P070214505-CC,4,La 2−x Sr x CuO 4 (p = 0.069)
1149,P070214505-CC,4,La 2−x Sr x CuO 4 (p = 0.069)
1150,P070214505-CC,12,x = 0.22
1151,P070214505-CC,28,La 2−x Sr x CuO 4 (p = 0.069)
1152,P068180505-CC,0,three-layer Na 0.3 CoO 2 •1.3H 2 O
1153,P068180505-CC,2,Na 0.35 CoO 2 •1.35H 2 O
1154,P068180505-CC,2,three-layer Na 0.30 CoO 2 ⋅1.3H 2 O
1155,P068180505-CC,9,three-layer Na 0.30 CoO 2 •1.3H 2 O
1156,PHC4020027-CC,6,Na 0.3 CoO 2 •1.3H 2 O
1157,PHC4030200-CC,2,B 0.63 K 0.37 BiO 3
1158,PHC4030200-CC,3,Single crystal of B 1−x K x BiO 3 (x=0.37)
1159,PHC3200009-CC,1,Bi2Sr2CaCu2O 8+δ
1160,PHC3200009-CC,6,optimally- doped Tl 2 Ba 2 CuO 6 crystals (Tl-2201)
1161,PHC3200009-CC,6,Tl-2201 crystals
1162,PHC3200009-CC,6,Bi-2212
1163,PHC3200009-CC,7,Tl-2201
1164,PHC3200009-CC,11,Tl-2201 crystals
1165,PHC3200009-CC,19,optimally-doped Bi-2212
1166,PHC3200009-CC,19,Tl-2201
1167,PHC3200009-CC,19,Tl-2201
1168,PHC3200009-CC,19,Bi-2212 is annealed in air
1169,PHC3200009-CC,19,Air annealed Tl-2201
1170,PHC3200009-CC,21,single crystals of Tl-2201
1171,PHC3200009-CC,21,Tl-2201
1172,PHC3411655-CC,4,PCCO
1173,PHC3411655-CC,4,NCCO
1174,PHC3410729-CC,1,Ba0.63K0.37BiO3 single crystal
1175,PHC3410729-CC,2,Ba 1−x K x BiO 3 (BKBO)
1176,PHC3410729-CC,3,Ba 0.63 K 0.37 BiO 3 single crystal
1177,PHC3410729-CC,3,x≈0.37
1178,PHC3830337-CC,15,RuSr 2 GdCu 2 O 8
1179,PHC2640145-CC,1,Hg0.45Pb0.30Ba1.63Sr0.50Ca1.94Cu3O8
1180,PHC2640145-CC,1,Hg0.42Pb0.41Ba1.19Sr1.06Ca1.97Cu3O8
1181,PHC2640145-CC,1,Hg0.50Pb0.50Ba0.59Sr1.24Ca1.83Cu3.34O8
1182,PHC2640145-CC,1,Hg0.34Pb0.54Ba0.61Sr1.17Ca1.88Cu3O8
1183,PHC4210001-CC,1,YBa 2 Cu 3 O y (Y-123)
1184,PHC4210001-CC,1,Y-123
1185,PHC4210001-CC,3,fully oxygenated Y-123 with y > 6.99
1186,PHC4210001-CC,3,well-oxygenated polycrystal
1187,PHC4210001-CC,18,Sample A1
1188,PHC4210001-CC,23,Sample B1
1189,PHC4210001-CC,24,B2
1190,PHC4210001-CC,24,B3
1191,PHC4210001-CC,28,y = 6.99
1192,PHC4200023-CC,1,Sr 2 CuO 2+ Cl 2-y
1193,PHC4200023-CC,5,"(Sr,Ca) 3 Cu 2 O 4+ Cl 2-y"
1194,PHC4200023-CC,8,Sr 2 CuO 2+ Cl 2-y
1195,PHC4200023-CC,14,y = 0.8
1196,PHC4200023-CC,14,1.0
1197,PHC4200023-CC,14,1.4
1198,PHC4200023-CC,14,y=1.4
1199,PHC4200023-CC,15,oxygen doped Cl-0201 phase Sr 2 CuO 2+ Cl 2-y
1200,PHC4200023-CC,16,Cl-0201 type Sr 2 CuO 2+ Cl 2-y
1201,PHC4200023-CC,21,Sr 2 CuO 2+ Cl 1.2
1202,PHC4020152-CC,3,x ∼ 0.15
1203,PHC4020152-CC,3,x ∼ 0.40
1204,PHC4020152-CC,3,Hg-2212
1205,PHC4020152-CC,4,"optimally doped (Hg,Pb)-2212"
1206,PHC4020152-CC,28,y = 0
1207,PHC4020152-CC,28,y = 1.0
1208,PHC4020152-CC,32,Hg 2 (Ba 0.5 Sr 0.5 ) 2 YCu 2 O 8−δ
1209,PHC4020152-CC,32,Hg 2 Sr 2 YCu 2 O 8−δ
1210,PHC4020152-CC,32,y = 0
1211,PHC4020152-CC,32,y = 1
1212,PHC4020152-CC,32,Hg 2 Ba 2 (Y 0.80 Ca 0.20 )Cu 2 O 8−δ
1213,PHC4020152-CC,32,y = 0
1214,PHC4020152-CC,32,y = 0.7-1.0
1215,PHC4170033-CC,1,x=0.60
1216,PHC4170033-CC,1,x = 0.80
1217,PHC4170033-CC,1,1.00
1218,PHC4170033-CC,1,x = 0.8
1219,PHC4170033-CC,1,1.00
1220,PHC4170033-CC,10,x = 0.60
1221,PHC4170033-CC,10,x = 0.80
1222,PHC4170033-CC,10,1.0
1223,PHC4170033-CC,11,x = 0.80
1224,PHC4170033-CC,11,x = 0.80
1225,PHC4170033-CC,11,x = 1.00
1226,PHC4170033-CC,11,x = 1.00
1227,PHC4170033-CC,12,x = 0.80
1228,PHC4170033-CC,12,1.00
1229,PHC3660299-CC,3,(Sr 1−x Nd x )CuO 2 film
1230,PHC3660299-CC,14,La-112
1231,PHC3660299-CC,16,La-112
1232,PHC3660299-CC,24,Sr0.9La0.1CuO2
1233,JPS0731297-CC,3,layered cobalt oxide Na z CoO 2 ⋅yH 2 O ( z~0.3 and y~1.3)
1234,JPS0731131-CC,1,Na0.35CoO2•1.3H2O single crystal
1235,JPS0731131-CC,3,Na 0.35 CoO 2 •1.3H 2 O
1236,JPS0731131-CC,8,single crystal of Na 0.35 CoO 2 •1.3H 2 O
1237,JPS0731131-CC,8,single crystal of Na 0.35 CoO 2 •1.3H 2 O
1238,JPS0731131-CC,8,single crystal of Na 0.35 CoO 2 •1.3H 2 O
1239,JPS0731131-CC,8,single crystal of Na 0.35 CoO 2 •1.3H 2 O
1240,JP01103169-CC,8,x=0
1241,JP01103169-CC,8,x=0
1242,JP01103169-CC,8,x=0.1
1243,JPS0722453-CC,1,Na x CoO 2 ⋅yH 2 O
1244,JPS0722453-CC,6,Na x CoO 2 ⋅yH 2 O
1245,JPS0722453-CC,7,Na x CoO 2 ⋅yH 2 O
1246,JPS0722453-CC,13,Na x CoO 2 ⋅yH 2 O
1247,JPS0710709-CC,2,Cd 2 Re 2 O 7
1248,JPS0731655-CC,1,CsOs 2 O 6
1249,JPS0731655-CC,1,KOs 2 O 6
1250,JPS0731655-CC,1,RbOs 2 O 6
1251,JPS0731655-CC,3,Cd 2 Re 2 O 7
1252,JPS0731655-CC,3,RbOs 2 O 6
1253,JPS0731655-CC,3,KOs 2 O 6
1254,JPS0731655-CC,3,CsOs 2 O 6
1255,JPS0731655-CC,4,
1256,JPS0731655-CC,4,
1257,JPS0731655-CC,4,
1258,JPS0731655-CC,4,
1259,JPS0731655-CC,5,CsOs 2 O 6
1260,JPS0731655-CC,5,RbOs 2 O 6
1261,JPS0731655-CC,5,KOs 2 O 6
1262,JPS0731655-CC,5,
1263,JPS0731655-CC,9,CsOs 2 O 6
1264,JPS0730819-CC,1,RbOs 2 O 6
1265,JPS0730819-CC,1,RbOs 2 O 6
1266,JPS0730819-CC,1,RbOs 2 O 6
1267,JPS0730819-CC,1,RbOs 2 O 6
1268,JPS0730819-CC,1,RbOs 2 O 6
1269,JPS0730819-CC,3,Cd 2 Re 2 O 7 (Re 5+ : 5d 2 )
1270,JPS0730819-CC,3,KOs 2 O 6
1271,JPS0730819-CC,3,RbOs 2 O 6
1272,JPS0730819-CC,8,RbOs 2 O 6
1273,JPS0730819-CC,8,RbOs 2 O 6
1274,JPS0730819-CC,8,RbOs 2 O 6
1275,JPS0730819-CC,8,RbOs 2 O 6
1276,JPS0730819-CC,8,RbOs 2 O 6
1277,JPS0730819-CC,9,
1278,JPS0730819-CC,10,
1279,JPS0730819-CC,11,RbOs 2 O 6
1280,JPS0730819-CC,12,RbOs 2 O 6
1281,JPS0731123-CC,5,La 1.64 Eu 0.2 Sr 0.16 CuO 4 single crystals
1282,JPS0731123-CC,9,underdoped La 2−x Sr(Ba) x CuO 4 thin films
1283,EPL0490086-CC,1,slightly overdoped Bi 2 Sr 2 CaCu 2 O 8-x (Bi2212) single crystals
1284,EPL0490086-CC,6,Bi 2 Sr 1.9 CaCu 1.8 O 8+x
1285,EPL0490086-CC,7,overdoped Bi2212 single crystal
1286,EPL0490086-CC,7,overdoped Bi2212 single crystal
1287,EPL0490086-CC,9,Bi2223
1288,EPL0490086-CC,10,Bi2212
1289,EPL0490086-CC,10,slightly overdoped Bi2212
1290,JPS0732912-CC,2,Cd 2 Re 2 O 7
1291,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)"
1292,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)"
1293,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)"
1294,JPS0732912-CC,2,"AOs 2 O 6 (A = K, Rb, Cs)"
1295,JPS0732912-CC,2,Cd 2 Re 2 O 7
1296,JPS0732912-CC,2,Cd 2 Re 2 O 7
1297,JPS0732912-CC,2,KOs 2 O 6
1298,JPS0732912-CC,4,KOs 2 O 6
1299,JPS0732912-CC,5,KOs 2 O 6
1300,JPS0732912-CC,5,KOs 2 O 6
1301,JPS0723041-CC,1,NaxCoO2
1302,JPS0723041-CC,1,bilayer-hydrate
1303,JPS0723041-CC,3,"Na x CoO 2 ·yH 2 O (x ∼ 0.35, y ∼ 1.3)"
1304,JPS0723041-CC,6,bilayer-hydrate Na x CoO 2 ·yH 2 O
1305,JPS0723041-CC,12,Sr 2 RuO 4
